config_id,curvature_lambda,curvature_mode,curvature_tau,mean_delta,mean_step_curvature_coef,mean_step_primary_coef,median_delta,nonharm,pair_index,rows,shrink_curvature,signed_curvature_coef,smooth_fit_start_step,smooth_lambda,smooth_max_mode,smooth_nuisance_lambda,smooth_retention_power,smooth_rho,smooth_ridge_tau,source_decoupled_mean_delta,source_decoupled_worst_delta,source_pair_config_id,step_fit_start_step,step_lambda,step_max_mode,step_nuisance_lambda,step_retention_power,step_rho,step_ridge_tau,wins,worst_delta
21636,7.0,signed_d2_lr,0.003,-37.15430965438388,0.02410062596973735,0.04163179265449919,-40.47600157834289,15,21,15,1,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.03206655602466,-6.163530578685239,8736,3000,20.0,16,0.03,0.25,0.2,0.05,15,-8.502742136744457
19588,7.0,signed_d2_lr,0.003,-37.15416664183215,0.024105304639245238,0.04163220376380616,-40.477293275340145,15,19,15,1,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.0321948017347,-6.163555762952511,9937,3000,20.0,12,0.03,0.25,0.2,0.05,15,-8.502313489474645
22660,7.0,signed_d2_lr,0.003,-37.15401494909636,0.024105304639245238,0.04163220376380616,-40.47614276278092,15,22,15,1,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.0320431089989,-6.163555762952511,9337,3000,20.0,12,0.03,0.25,0.2,0.05,15,-8.502313489474645
23684,7.0,signed_d2_lr,0.003,-37.154003548093854,0.024105304639245238,0.04163220376380616,-40.47600157834289,15,23,15,1,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.0320317079964,-6.163555762952511,8737,3000,20.0,12,0.03,0.25,0.2,0.05,15,-8.502313489474645
24708,7.0,signed_d2_lr,0.003,-37.15199600018313,0.024129114066525854,0.04163565854097638,-40.477293275340145,15,24,15,1,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.03140942698428,-6.163416034714187,9938,3000,20.0,8,0.03,0.25,0.2,0.05,15,-8.497100920082346
25732,7.0,signed_d2_lr,0.003,-37.15184430744735,0.024129114066525854,0.04163565854097638,-40.47614276278092,15,25,15,1,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.03125773424849,-6.163416034714187,9338,3000,20.0,8,0.03,0.25,0.2,0.05,15,-8.497100920082346
26756,7.0,signed_d2_lr,0.003,-37.15183290644484,0.024129114066525854,0.04163565854097638,-40.47600157834289,15,26,15,1,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.031246333245996,-6.163416034714187,8738,3000,20.0,8,0.03,0.25,0.2,0.05,15,-8.497100920082346
15368,4.0,signed_d2_lr,0.01,-37.11518850472154,0.013029509562451093,0.0407357041649585,-40.477293275340145,15,15,15,1,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.17898289741352,-6.3129230545310495,9995,3000,20.0,8,0.01,0.0,0.35,0.05,15,-10.414989874212532
15369,4.0,signed_d2_lr,0.01,-37.11518850472154,0.013029509562451093,0.0407357041649585,-40.477293275340145,15,15,15,1,1,12000,4.0,8,0.05,0.25,0.2,0.05,-36.17898289741352,-6.3129230545310495,9995,3000,20.0,8,0.01,0.0,0.35,0.05,15,-10.414989874212532
16392,4.0,signed_d2_lr,0.01,-37.11503681198574,0.013029509562451093,0.0407357041649585,-40.47614276278092,15,16,15,1,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17883120467772,-6.3129230545310495,9395,3000,20.0,8,0.01,0.0,0.35,0.05,15,-10.414989874212532
16393,4.0,signed_d2_lr,0.01,-37.11503681198574,0.013029509562451093,0.0407357041649585,-40.47614276278092,15,16,15,1,1,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17883120467772,-6.3129230545310495,9395,3000,20.0,8,0.01,0.0,0.35,0.05,15,-10.414989874212532
17416,4.0,signed_d2_lr,0.01,-37.115025410983236,0.013029509562451093,0.0407357041649585,-40.47600157834289,15,17,15,1,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.17881980367522,-6.3129230545310495,8795,3000,20.0,8,0.01,0.0,0.35,0.05,15,-10.414989874212532
17417,4.0,signed_d2_lr,0.01,-37.115025410983236,0.013029509562451093,0.0407357041649585,-40.47600157834289,15,17,15,1,1,12000,4.0,16,0.05,0.25,0.2,0.05,-36.17881980367522,-6.3129230545310495,8795,3000,20.0,8,0.01,0.0,0.35,0.05,15,-10.414989874212532
38151,10.0,signed_d2_lr,0.003,-37.11439595237253,0.02386066088171154,0.04072714250554868,-39.148021331309835,15,37,15,0,1,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99488033461768,-6.3156883827064085,6797,3000,20.0,16,0.01,0.0,0.35,0.05,15,-11.081728897339527
41223,10.0,signed_d2_lr,0.003,-37.11413037714372,0.02386066088171154,0.04072714250554868,-39.14678555204869,15,40,15,0,1,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99461475938886,-6.3156883827064085,6397,3000,20.0,16,0.01,0.0,0.35,0.05,15,-11.081728897339527
42247,10.0,signed_d2_lr,0.003,-37.114112733622314,0.02386066088171154,0.04072714250554868,-39.1465988961693,15,41,15,0,1,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994597115867464,-6.3156883827064085,5997,3000,20.0,16,0.01,0.0,0.35,0.05,15,-11.081728897339527
37127,10.0,signed_d2_lr,0.003,-37.113677409880395,0.023873710873345617,0.04072901540995522,-39.148021331309835,15,36,15,0,1,12000,4.0,8,0.04,0.25,0.0,0.05,-35.99493769967665,-6.3157428352411005,6796,3000,20.0,12,0.01,0.0,0.35,0.05,15,-11.079032479969275
39175,10.0,signed_d2_lr,0.003,-37.11341183465158,0.023873710873345617,0.04072901540995522,-39.14678555204869,15,38,15,0,1,12000,4.0,12,0.04,0.25,0.0,0.05,-35.99467212444783,-6.3157428352411005,6396,3000,20.0,12,0.01,0.0,0.35,0.05,15,-11.079032479969275
40199,10.0,signed_d2_lr,0.003,-37.11339419113017,0.023873710873345617,0.04072901540995522,-39.1465988961693,15,39,15,0,1,12000,4.0,16,0.04,0.25,0.0,0.05,-35.994654480926435,-6.3157428352411005,5996,3000,20.0,12,0.01,0.0,0.35,0.05,15,-11.079032479969275
9224,4.0,signed_d2_lr,0.01,-37.111994770525456,0.012983214590814897,0.040727428937669174,-40.477293275340145,15,9,15,1,0,12000,4.0,8,0.05,0.25,0.2,0.05,-36.179421584866645,-6.3157428352411005,9996,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.444962263197343
9225,4.0,signed_d2_lr,0.01,-37.111994770525456,0.012983214590814897,0.040727428937669174,-40.477293275340145,15,9,15,1,1,12000,4.0,8,0.05,0.25,0.2,0.05,-36.179421584866645,-6.3157428352411005,9996,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.444962263197343
11272,4.0,signed_d2_lr,0.01,-37.111843077789665,0.012983214590814897,0.040727428937669174,-40.47614276278092,15,11,15,1,0,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17926989213085,-6.3157428352411005,9396,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.444962263197343
11273,4.0,signed_d2_lr,0.01,-37.111843077789665,0.012983214590814897,0.040727428937669174,-40.47614276278092,15,11,15,1,1,12000,4.0,12,0.05,0.25,0.2,0.05,-36.17926989213085,-6.3157428352411005,9396,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.444962263197343
12296,4.0,signed_d2_lr,0.01,-37.111831676787155,0.012983214590814897,0.040727428937669174,-40.47600157834289,15,12,15,1,0,12000,4.0,16,0.05,0.25,0.2,0.05,-36.17925849112835,-6.3157428352411005,8796,3000,20.0,12,0.01,0.0,0.35,0.05,15,-10.444962263197343
