con18_center,con18_config_id,con18_gate_sign,con18_gate_tau,con18_mean_delta,con18_shrink_gate,con18_time_power,con18_width,con18_worst_delta,con9_center,con9_config_id,con9_gate_sign,con9_gate_tau,con9_mean_delta,con9_shrink_gate,con9_time_power,con9_width,con9_worst_delta,mean_delta,median_delta,nonharm,rows,wins,worst_delta
0.3,470,signed,0.01,-13.222079047033764,1,2.0,0.25,-12.658867610487102,0.2,23,signed,0.001,-17.560997686564807,0,1.0,0.05,-11.80064391895933,-37.82659602736302,-40.477293275340145,15,15,15,-11.80064391895933
0.3,470,signed,0.01,-13.222079047033764,1,2.0,0.25,-12.658867610487102,0.2,27,signed,0.003,-17.559047769812455,0,1.0,0.05,-11.797014374541225,-37.826206044012544,-40.477293275340145,15,15,15,-11.797014374541225
0.2,202,signed,0.001,-13.334903054534301,1,1.0,0.25,-12.263820039640983,0.2,55,signed,0.03,-17.435007510843985,0,2.0,0.05,-11.577407161487042,-37.82396279371895,-40.477293275340145,15,15,15,-11.577407161487042
0.3,466,signed,0.003,-13.205560366564294,1,2.0,0.25,-12.314812459538926,0.2,23,signed,0.001,-17.560997686564807,0,1.0,0.05,-11.80064391895933,-37.82329229126913,-40.477293275340145,15,15,15,-11.80064391895933
0.3,466,signed,0.003,-13.205560366564294,1,2.0,0.25,-12.314812459538926,0.2,27,signed,0.003,-17.559047769812455,0,1.0,0.05,-11.797014374541225,-37.822902307918646,-40.477293275340145,15,15,15,-11.797014374541225
0.3,462,signed,0.001,-13.2025802023756,1,2.0,0.25,-12.266419528593541,0.2,23,signed,0.001,-17.560997686564807,0,1.0,0.05,-11.80064391895933,-37.82269625843138,-40.477293275340145,15,15,15,-11.80064391895933
0.2,206,signed,0.003,-13.327884606365023,1,1.0,0.25,-12.260256251274072,0.2,55,signed,0.03,-17.435007510843985,0,2.0,0.05,-11.577407161487042,-37.8225591040851,-40.477293275340145,15,15,15,-11.577407161487042
0.2,202,signed,0.001,-13.334903054534301,1,1.0,0.25,-12.263820039640983,0.2,26,signed,0.003,-17.427076008199645,1,1.0,0.05,-11.808812145838854,-37.822376493190085,-40.477293275340145,15,15,15,-11.808812145838854
0.3,462,signed,0.001,-13.2025802023756,1,2.0,0.25,-12.266419528593541,0.2,27,signed,0.003,-17.559047769812455,0,1.0,0.05,-11.797014374541225,-37.822306275080905,-40.477293275340145,15,15,15,-11.797014374541225
0.3,470,signed,0.01,-13.222079047033764,1,2.0,0.25,-12.658867610487102,0.2,31,signed,0.01,-17.538633083764214,0,1.0,0.05,-11.759015403496864,-37.8221231068029,-40.477293275340145,15,15,15,-11.759015403496864
0.2,210,signed,0.01,-13.264213211192365,1,1.0,0.25,-12.227926750152163,0.2,2,signed,0.001,-17.496060948292847,1,0.0,0.05,-11.706361339257654,-37.822035512540346,-40.477293275340145,15,15,15,-11.706361339257654
0.2,210,signed,0.01,-13.264213211192365,1,1.0,0.25,-12.227926750152163,0.2,6,signed,0.003,-17.49512605499751,1,0.0,0.05,-11.704506458753283,-37.82184853388128,-40.477293275340145,15,15,15,-11.704506458753283
0.2,202,signed,0.001,-13.334903054534301,1,1.0,0.25,-12.263820039640983,0.2,22,signed,0.001,-17.421999880493544,1,1.0,0.05,-11.808931128014555,-37.82136126764887,-40.477293275340145,15,15,15,-11.808931128014555
0.2,206,signed,0.003,-13.327884606365023,1,1.0,0.25,-12.260256251274072,0.2,26,signed,0.003,-17.427076008199645,1,1.0,0.05,-11.808812145838854,-37.820972803556245,-40.477293275340145,15,15,15,-11.808812145838854
0.2,223,signed,0.001,-13.257113406590028,0,2.0,0.25,-12.238511252614826,0.2,2,signed,0.001,-17.496060948292847,1,0.0,0.05,-11.706361339257654,-37.82061555161988,-40.477293275340145,15,15,15,-11.706361339257654
0.2,223,signed,0.001,-13.257113406590028,0,2.0,0.25,-12.238511252614826,0.2,6,signed,0.003,-17.49512605499751,1,0.0,0.05,-11.704506458753283,-37.820428572960815,-40.477293275340145,15,15,15,-11.704506458753283
0.2,202,signed,0.001,-13.334903054534301,1,1.0,0.25,-12.263820039640983,0.2,35,signed,0.03,-17.415978643263337,0,1.0,0.05,-11.545967898777365,-37.82015702020282,-40.477293275340145,15,15,15,-11.545967898777365
0.2,210,signed,0.01,-13.264213211192365,1,1.0,0.25,-12.227926750152163,0.2,51,signed,0.01,-17.48641773980782,0,2.0,0.05,-11.80343749520516,-37.82010687084334,-40.477293275340145,15,15,15,-11.80343749520516
0.2,206,signed,0.003,-13.327884606365023,1,1.0,0.25,-12.260256251274072,0.2,22,signed,0.001,-17.421999880493544,1,1.0,0.05,-11.808931128014555,-37.819957578015014,-40.477293275340145,15,15,15,-11.808931128014555
0.3,391,signed,0.01,-13.18868682527099,0,1.0,0.15,-11.980935755867005,0.2,23,signed,0.001,-17.560997686564807,0,1.0,0.05,-11.80064391895933,-37.819917583010465,-40.477293275340145,15,15,15,-11.80064391895933
0.2,210,signed,0.01,-13.264213211192365,1,1.0,0.25,-12.227926750152163,0.2,10,signed,0.01,-17.485034476000102,1,0.0,0.05,-11.6844842337675,-37.8198302180818,-40.477293275340145,15,15,15,-11.6844842337675
0.3,391,signed,0.01,-13.18868682527099,0,1.0,0.15,-11.980935755867005,0.2,27,signed,0.003,-17.559047769812455,0,1.0,0.05,-11.797014374541225,-37.819527599659985,-40.477293275340145,15,15,15,-11.797014374541225
0.2,227,signed,0.003,-13.248982258246848,0,2.0,0.25,-12.233960242099684,0.2,2,signed,0.001,-17.496060948292847,1,0.0,0.05,-11.706361339257654,-37.818989321951236,-40.477293275340145,15,15,15,-11.706361339257654
0.2,210,signed,0.01,-13.264213211192365,1,1.0,0.25,-12.227926750152163,0.2,30,signed,0.01,-17.480217697204633,1,1.0,0.05,-11.80756647979444,-37.81886686232271,-40.477293275340145,15,15,15,-11.80756647979444
0.3,466,signed,0.003,-13.205560366564294,1,2.0,0.25,-12.314812459538926,0.2,31,signed,0.01,-17.538633083764214,0,1.0,0.05,-11.759015403496864,-37.818819370709,-40.477293275340145,15,15,15,-11.759015403496864
0.2,227,signed,0.003,-13.248982258246848,0,2.0,0.25,-12.233960242099684,0.2,6,signed,0.003,-17.49512605499751,1,0.0,0.05,-11.704506458753283,-37.81880234329217,-40.477293275340145,15,15,15,-11.704506458753283
0.2,206,signed,0.003,-13.327884606365023,1,1.0,0.25,-12.260256251274072,0.2,35,signed,0.03,-17.415978643263337,0,1.0,0.05,-11.545967898777365,-37.818753330568974,-40.477293275340145,15,15,15,-11.545967898777365
0.2,223,signed,0.001,-13.257113406590028,0,2.0,0.25,-12.238511252614826,0.2,51,signed,0.01,-17.48641773980782,0,2.0,0.05,-11.80343749520516,-37.818686909922874,-40.477293275340145,15,15,15,-11.80343749520516
0.2,231,signed,0.01,-13.182068737949086,0,2.0,0.25,-12.196503936287407,0.2,23,signed,0.001,-17.560997686564807,0,1.0,0.05,-11.80064391895933,-37.81859396554608,-40.477293275340145,15,15,15,-11.80064391895933
0.2,223,signed,0.001,-13.257113406590028,0,2.0,0.25,-12.238511252614826,0.2,10,signed,0.01,-17.485034476000102,1,0.0,0.05,-11.6844842337675,-37.818410257161325,-40.477293275340145,15,15,15,-11.6844842337675
