basis_dim,coef,denominator,fit_start,lambda,lambda_rule,locality,locality_factor,n_cal,q_rule,ridge,source_dot,source_full_norm,source_perp_norm,source_retention,test_curve,test_label,test_scale,train_scale,variant
4,0.03271892621544682,0.0020340057005119217,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.655048243684779e-05,0.1697216607782859,0.00583144068922264,0.0011805304133082875,wsdcon_9.csv,WSD-con 9e-5,400,100,current_qinf_support_projection
4,0.03271892621544682,0.0020340057005119217,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.655048243684779e-05,0.1697216607782859,0.00583144068922264,0.0011805304133082875,wsdcon_18.csv,WSD-con 18e-5,400,100,current_qinf_support_projection
4,0.08195747501285224,0.002147168953475683,8000,9.02600304324791,rate,support_projection,0.0,500,qinf,0.002,0.00017597654585285537,0.34183367340520177,0.012131321176017186,0.0012594662017095595,cosine_24000.csv,Cosine 24k,400,100,current_qinf_support_projection
4,0.08196476967207476,0.002147192561639977,8000,9.025353913540956,rate,support_projection,0.0,500,qinf,0.002,0.00017599414375641292,0.34185844500004126,0.012132294162275214,0.0012594856910377646,constant_24000.csv,Constant 24k,400,100,current_qinf_support_projection
4,0.08196476967207476,0.002147192561639977,8000,9.025353913540956,rate,support_projection,0.0,500,qinf,0.002,0.00017599414375641292,0.34185844500004126,0.012132294162275214,0.0012594856910377646,constant_72000.csv,Constant 72k,400,100,current_qinf_support_projection
4,0.07877182557247302,0.002158656368343973,8000,9.031125300869606,rate,support_projection,0.8168498168498168,500,qinf,0.002,0.00017004130291809952,0.3416543580606147,0.012595886961384384,0.0013592006680934836,wsd_20000_24000.csv,WSD sharp,25,400,current_qinf_support_projection
4,0.07880917466977902,0.002158794038417391,8000,9.02761081624502,rate,support_projection,0.8168498168498168,500,qinf,0.002,0.00017013277644971383,0.34178838077740026,0.012601350658456856,0.0013593134197573322,wsdld_20000_24000.csv,WSD linear,25,400,current_qinf_support_projection
4,0.031783300219353904,0.002036467402997324,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_3.csv,WSD-con 3e-5,25,400,current_qinf_support_projection
4,0.031783300219353904,0.002036467402997324,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_9.csv,WSD-con 9e-5,25,400,current_qinf_support_projection
4,0.031783300219353904,0.002036467402997324,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_18.csv,WSD-con 18e-5,25,400,current_qinf_support_projection
4,0.07882626972788319,0.0021588570786442236,8000,9.02600304324791,rate,support_projection,0.0,500,qinf,0.002,0.0001701746503851595,0.34184972687100396,0.012603851738425974,0.001359365041869413,cosine_24000.csv,Cosine 24k,25,400,current_qinf_support_projection
4,0.07883317335826752,0.0021588825415218256,8000,9.025353913540956,rate,support_projection,0.0,500,qinf,0.002,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,constant_24000.csv,Constant 24k,25,400,current_qinf_support_projection
4,0.07883317335826752,0.0021588825415218256,8000,9.025353913540956,rate,support_projection,0.0,500,qinf,0.002,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,constant_72000.csv,Constant 72k,25,400,current_qinf_support_projection
4,0.07877182557247302,0.002158656368343973,8000,9.031125300869606,rate,support_projection,0.8168498168498168,500,qinf,0.002,0.00017004130291809952,0.3416543580606147,0.012595886961384384,0.0013592006680934836,wsd_20000_24000.csv,WSD sharp,100,400,current_qinf_support_projection
4,0.07880917466977902,0.002158794038417391,8000,9.02761081624502,rate,support_projection,0.8168498168498168,500,qinf,0.002,0.00017013277644971383,0.34178838077740026,0.012601350658456856,0.0013593134197573322,wsdld_20000_24000.csv,WSD linear,100,400,current_qinf_support_projection
4,0.031783300219353904,0.002036467402997324,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_3.csv,WSD-con 3e-5,100,400,current_qinf_support_projection
4,0.031783300219353904,0.002036467402997324,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_9.csv,WSD-con 9e-5,100,400,current_qinf_support_projection
4,0.031783300219353904,0.002036467402997324,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_18.csv,WSD-con 18e-5,100,400,current_qinf_support_projection
4,0.07882626972788319,0.0021588570786442236,8000,9.02600304324791,rate,support_projection,0.0,500,qinf,0.002,0.0001701746503851595,0.34184972687100396,0.012603851738425974,0.001359365041869413,cosine_24000.csv,Cosine 24k,100,400,current_qinf_support_projection
4,0.07883317335826752,0.0021588825415218256,8000,9.025353913540956,rate,support_projection,0.0,500,qinf,0.002,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,constant_24000.csv,Constant 24k,100,400,current_qinf_support_projection
4,0.07883317335826752,0.0021588825415218256,8000,9.025353913540956,rate,support_projection,0.0,500,qinf,0.002,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,constant_72000.csv,Constant 72k,100,400,current_qinf_support_projection
4,0.07877182557247302,0.002158656368343973,8000,9.031125300869606,rate,support_projection,0.8168498168498168,500,qinf,0.002,0.00017004130291809952,0.3416543580606147,0.012595886961384384,0.0013592006680934836,wsd_20000_24000.csv,WSD sharp,400,400,current_qinf_support_projection
4,0.07880917466977902,0.002158794038417391,8000,9.02761081624502,rate,support_projection,0.8168498168498168,500,qinf,0.002,0.00017013277644971383,0.34178838077740026,0.012601350658456856,0.0013593134197573322,wsdld_20000_24000.csv,WSD linear,400,400,current_qinf_support_projection
4,0.031783300219353904,0.002036467402997324,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_3.csv,WSD-con 3e-5,400,400,current_qinf_support_projection
4,0.031783300219353904,0.002036467402997324,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_9.csv,WSD-con 9e-5,400,400,current_qinf_support_projection
4,0.031783300219353904,0.002036467402997324,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,qinf,0.002,6.472565485639192e-05,0.16972427165544524,0.006038824637073331,0.0012659510960544888,wsdcon_18.csv,WSD-con 18e-5,400,400,current_qinf_support_projection
4,0.07882626972788319,0.0021588570786442236,8000,9.02600304324791,rate,support_projection,0.0,500,qinf,0.002,0.0001701746503851595,0.34184972687100396,0.012603851738425974,0.001359365041869413,cosine_24000.csv,Cosine 24k,400,400,current_qinf_support_projection
4,0.07883317335826752,0.0021588825415218256,8000,9.025353913540956,rate,support_projection,0.0,500,qinf,0.002,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,constant_24000.csv,Constant 24k,400,400,current_qinf_support_projection
4,0.07883317335826752,0.0021588825415218256,8000,9.025353913540956,rate,support_projection,0.0,500,qinf,0.002,0.00017019156165592726,0.34187450119553464,0.01260486182081445,0.0013593858914163763,constant_72000.csv,Constant 72k,400,400,current_qinf_support_projection
4,0.04737228848937665,0.0021725779478539995,8000,9.028529256407554,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00010291998931139756,0.3417373037456342,0.013136892625503167,0.0014777484865969674,wsd_20000_24000.csv,WSD sharp,25,25,hhi_q2_support_projection
4,0.04737830779412667,0.002172616531913509,8000,9.027610816245017,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00010293489476760625,0.34177233406994706,0.01313836108171445,0.0014777758946908177,wsdld_20000_24000.csv,WSD linear,25,25,hhi_q2_support_projection
4,0.0186012135954047,0.0020400885888890905,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,wsdcon_3.csv,WSD-con 3e-5,25,25,hhi_q2_support_projection
4,0.0186012135954047,0.0020400885888890905,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,wsdcon_9.csv,WSD-con 9e-5,25,25,hhi_q2_support_projection
4,0.0186012135954047,0.0020400885888890905,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,wsdcon_18.csv,WSD-con 18e-5,25,25,hhi_q2_support_projection
4,0.04738976099904191,0.002172689963382448,8000,9.02586373882412,rate,support_projection,0.0,500,q2,0.002,0.00010296325808971132,0.3418389891357539,0.01314115532905869,0.0014778280529817442,cosine_24000.csv,Cosine 24k,25,25,hhi_q2_support_projection
4,0.047393104006591434,0.002172711400767273,8000,9.025353913540956,rate,support_projection,0.0,500,q2,0.002,0.00010297153739287033,0.34185844500004126,0.013141970962046482,0.0014778432790477976,constant_24000.csv,Constant 24k,25,25,hhi_q2_support_projection
4,0.047393104006591434,0.002172711400767273,8000,9.025353913540956,rate,support_projection,0.0,500,q2,0.002,0.00010297153739287033,0.34185844500004126,0.013141970962046482,0.0014778432790477976,constant_72000.csv,Constant 72k,25,25,hhi_q2_support_projection
4,0.04737228848937665,0.0021725779478539995,8000,9.028529256407554,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00010291998931139756,0.3417373037456342,0.013136892625503167,0.0014777484865969674,wsd_20000_24000.csv,WSD sharp,100,25,hhi_q2_support_projection
4,0.04737830779412667,0.002172616531913509,8000,9.027610816245017,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00010293489476760625,0.34177233406994706,0.01313836108171445,0.0014777758946908177,wsdld_20000_24000.csv,WSD linear,100,25,hhi_q2_support_projection
4,0.0186012135954047,0.0020400885888890905,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,wsdcon_3.csv,WSD-con 3e-5,100,25,hhi_q2_support_projection
4,0.0186012135954047,0.0020400885888890905,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,wsdcon_9.csv,WSD-con 9e-5,100,25,hhi_q2_support_projection
4,0.0186012135954047,0.0020400885888890905,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,wsdcon_18.csv,WSD-con 18e-5,100,25,hhi_q2_support_projection
4,0.04738976099904191,0.002172689963382448,8000,9.02586373882412,rate,support_projection,0.0,500,q2,0.002,0.00010296325808971132,0.3418389891357539,0.01314115532905869,0.0014778280529817442,cosine_24000.csv,Cosine 24k,100,25,hhi_q2_support_projection
4,0.047393104006591434,0.002172711400767273,8000,9.025353913540956,rate,support_projection,0.0,500,q2,0.002,0.00010297153739287033,0.34185844500004126,0.013141970962046482,0.0014778432790477976,constant_24000.csv,Constant 24k,100,25,hhi_q2_support_projection
4,0.047393104006591434,0.002172711400767273,8000,9.025353913540956,rate,support_projection,0.0,500,q2,0.002,0.00010297153739287033,0.34185844500004126,0.013141970962046482,0.0014778432790477976,constant_72000.csv,Constant 72k,100,25,hhi_q2_support_projection
4,0.04737228848937665,0.0021725779478539995,8000,9.028529256407554,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00010291998931139756,0.3417373037456342,0.013136892625503167,0.0014777484865969674,wsd_20000_24000.csv,WSD sharp,400,25,hhi_q2_support_projection
4,0.04737830779412667,0.002172616531913509,8000,9.027610816245017,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00010293489476760625,0.34177233406994706,0.01313836108171445,0.0014777758946908177,wsdld_20000_24000.csv,WSD linear,400,25,hhi_q2_support_projection
4,0.0186012135954047,0.0020400885888890905,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,wsdcon_3.csv,WSD-con 3e-5,400,25,hhi_q2_support_projection
4,0.0186012135954047,0.0020400885888890905,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,wsdcon_9.csv,WSD-con 9e-5,400,25,hhi_q2_support_projection
4,0.0186012135954047,0.0020400885888890905,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,wsdcon_18.csv,WSD-con 18e-5,400,25,hhi_q2_support_projection
4,0.04738976099904191,0.002172689963382448,8000,9.02586373882412,rate,support_projection,0.0,500,q2,0.002,0.00010296325808971132,0.3418389891357539,0.01314115532905869,0.0014778280529817442,cosine_24000.csv,Cosine 24k,400,25,hhi_q2_support_projection
4,0.047393104006591434,0.002172711400767273,8000,9.025353913540956,rate,support_projection,0.0,500,q2,0.002,0.00010297153739287033,0.34185844500004126,0.013141970962046482,0.0014778432790477976,constant_24000.csv,Constant 24k,400,25,hhi_q2_support_projection
4,0.047393104006591434,0.002172711400767273,8000,9.025353913540956,rate,support_projection,0.0,500,q2,0.002,0.00010297153739287033,0.34185844500004126,0.013141970962046482,0.0014778432790477976,constant_72000.csv,Constant 72k,400,25,hhi_q2_support_projection
4,0.08192909586209417,0.002147077132512336,8000,9.028529256407554,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00017590808821291344,0.3417373037456342,0.012127536127026628,0.001259390395388163,wsd_20000_24000.csv,WSD sharp,25,100,hhi_q2_support_projection
4,0.0819394117660628,0.0021471105052341573,8000,9.027610816245017,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00017593297179562076,0.34177233406994706,0.012128911955907557,0.001259417948448608,wsdld_20000_24000.csv,WSD linear,25,100,hhi_q2_support_projection
4,0.03271892621544682,0.0020340057005119217,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,6.655048243684779e-05,0.1697216607782859,0.00583144068922264,0.0011805304133082875,wsdcon_3.csv,WSD-con 3e-5,25,100,hhi_q2_support_projection
4,0.03271892621544682,0.0020340057005119217,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,6.655048243684779e-05,0.1697216607782859,0.00583144068922264,0.0011805304133082875,wsdcon_9.csv,WSD-con 9e-5,25,100,hhi_q2_support_projection
4,0.03271892621544682,0.0020340057005119217,8000,18.05070782708191,rate,support_projection,0.9998554913294798,500,q2,0.002,6.655048243684779e-05,0.1697216607782859,0.00583144068922264,0.0011805304133082875,wsdcon_18.csv,WSD-con 18e-5,25,100,hhi_q2_support_projection
4,0.08195904037666643,0.002147174019346011,8000,9.02586373882412,rate,support_projection,0.0,500,q2,0.002,0.00017598032214730886,0.3418389891357539,0.012131529967238713,0.0012594703837995,cosine_24000.csv,Cosine 24k,25,100,hhi_q2_support_projection
4,0.08196476967207476,0.002147192561639977,8000,9.025353913540956,rate,support_projection,0.0,500,q2,0.002,0.00017599414375641292,0.34185844500004126,0.012132294162275214,0.0012594856910377646,constant_24000.csv,Constant 24k,25,100,hhi_q2_support_projection
4,0.08196476967207476,0.002147192561639977,8000,9.025353913540956,rate,support_projection,0.0,500,q2,0.002,0.00017599414375641292,0.34185844500004126,0.012132294162275214,0.0012594856910377646,constant_72000.csv,Constant 72k,25,100,hhi_q2_support_projection
4,0.08192909586209417,0.002147077132512336,8000,9.028529256407554,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00017590808821291344,0.3417373037456342,0.012127536127026628,0.001259390395388163,wsd_20000_24000.csv,WSD sharp,100,100,hhi_q2_support_projection
4,0.0819394117660628,0.0021471105052341573,8000,9.027610816245017,rate,support_projection,0.8168498168498168,500,q2,0.002,0.00017593297179562076,0.34177233406994706,0.012128911955907557,0.001259417948448608,wsdld_20000_24000.csv,WSD linear,100,100,hhi_q2_support_projection
