base_mae,corr_mae,delta_pct,fit_start,kappa_hat,kappa_star,n_cal,ridge,scale,selected_by_source_rule,source_dot,source_energy,target_curve,target_label,terminal_corr_error,terminal_mpl_error
0.006687305974578527,0.0060741550821926315,-9.168877492921057,8000,0.031783300219353904,0.03759393801515421,500,0.002,400,1,6.472565485639192e-05,3.646740299732384e-05,wsdcon_9.csv,WSD-con 9e-5,0.013847471505246567,0.013847415511553773
0.0025579541942073844,0.002438607371776436,-4.66571382322698,8000,0.031783300219353904,0.027662472359065323,500,0.002,400,1,6.472565485639192e-05,3.646740299732384e-05,wsdcon_18.csv,WSD-con 18e-5,4.47818050983706e-05,4.478180501799045e-05
0.003408385839825258,0.0028641567794318824,-15.967354811604228,10000,0.01605537028261025,0.043800658227505104,484,0.002066115702479339,25,0,3.403509287660322e-05,5.374153391632433e-05,wsd_20000_24000.csv,WSD sharp,-0.006292673657276371,-0.009656985814928465
0.0031360955249893426,0.002747767382410497,-12.382535528160144,10000,0.016057019212952987,0.04733106255709994,484,0.002066115702479339,25,0,3.403868431875606e-05,5.3747509199295846e-05,wsdld_20000_24000.csv,WSD linear,-0.005915884784808867,-0.01018362816145002
0.004487187642230267,0.0041515919060823225,-7.478977098919437,10000,0.0027689903149969554,0.024281379919932757,484,0.002066115702479339,25,0,5.760053671746464e-06,1.4084304198112161e-05,wsdcon_3.csv,WSD-con 3e-5,0.0037047085887427222,0.003615250427559946
0.002926482771138891,0.002821201764780761,-3.5975269492927175,10000,0.0027689903149969554,0.02058761784683075,484,0.002066115702479339,25,0,5.760053671746464e-06,1.4084304198112161e-05,wsdcon_9.csv,WSD-con 9e-5,0.004933971051074515,0.004933881393385686
0.002504818961791151,0.002470552857136663,-1.3680072363387419,10000,0.0027689903149969554,0.03376118027071087,484,0.002066115702479339,25,0,5.760053671746464e-06,1.4084304198112161e-05,wsdcon_18.csv,WSD-con 18e-5,-0.001336292169372033,-0.0013362921717416931
0.0037480705220761528,0.002898436869308466,-22.66856100394432,10000,0.025212591812325102,0.06926088194817957,484,0.002066115702479339,100,0,5.3303836436325585e-05,4.805950144666777e-05,wsd_20000_24000.csv,WSD sharp,-0.010101379895210982,-0.015384536101953561
0.003248313740665229,0.0026420711767545626,-18.66330078653402,10000,0.025215040798076772,0.07309102076755729,484,0.002066115702479339,100,0,5.3309144269578096e-05,4.8064666946997764e-05,wsdld_20000_24000.csv,WSD linear,-0.010180616089396466,-0.01688244050216925
0.0056693997340904675,0.005154467431583369,-9.08266001091398,10000,0.005217523861675427,0.03170588603525045,484,0.002066115702479339,100,0,1.0850572927407762e-05,1.3524604891191533e-05,wsdcon_3.csv,WSD-con 3e-5,0.00956069791895553,0.009496824379844337
0.004934623402238123,0.004784930164192293,-3.0335291235788264,10000,0.005217523861675427,0.022653397725304992,484,0.002066115702479339,100,0,1.0850572927407762e-05,1.3524604891191533e-05,wsdcon_9.csv,WSD-con 9e-5,0.010202513422329584,0.010202504230444998
0.0013816404339982303,0.0013261321215660398,-4.017565718713001,10000,0.005217523861675427,0.021721690706812492,484,0.002066115702479339,100,0,1.0850572927407762e-05,1.3524604891191533e-05,wsdcon_18.csv,WSD-con 18e-5,-0.0018822257843886803,-0.001882225784402003
0.004701998914275349,0.003760269946605256,-20.02826850535817,10000,0.027705698663209016,0.09299964240306824,484,0.002066115702479339,400,0,5.862432589594786e-05,4.985064107280364e-05,wsd_20000_24000.csv,WSD sharp,-0.015941822299806674,-0.021748173844712948
0.0038535563963712593,0.00318248628571473,-17.414306205261443,10000,0.027708254168261646,0.09432344274255343,484,0.002066115702479339,400,0,5.862988672843651e-05,4.9856179848562426e-05,wsdld_20000_24000.csv,WSD linear,-0.016346000618457257,-0.023834165468386015
0.008173606778800102,0.007533443432836578,-7.8320790721657545,10000,0.006502622952690215,0.0504005806684353,484,0.002066115702479339,400,0,1.3521985052368851e-05,1.3350560711369361e-05,wsdcon_3.csv,WSD-con 3e-5,0.008940793293379823,0.00886118742045916
0.006687305974578527,0.006524050895683607,-2.441268270294894,10000,0.006502622952690215,0.03759393801515421,484,0.002066115702479339,400,0,1.3521985052368851e-05,1.3350560711369361e-05,wsdcon_9.csv,WSD-con 9e-5,0.013847426967440235,0.013847415511553773
0.0025579541942073844,0.0025138360871059745,-1.7247418738504994,10000,0.006502622952690215,0.027662472359065323,484,0.002066115702479339,400,0,1.3521985052368851e-05,1.3350560711369361e-05,wsdcon_18.csv,WSD-con 18e-5,4.478180503442175e-05,4.478180501799045e-05
0.003408385839825258,0.003285987114621405,-3.5911053195235687,12000,0.0036109002592527475,0.043800658227505104,469,0.0021321961620469083,25,0,7.78820317421305e-06,2.4662963113410386e-05,wsd_20000_24000.csv,WSD sharp,-0.008900342060942368,-0.009656985814928465
0.0031360955249893426,0.003048748495524721,-2.7852158446263653,12000,0.0036117210588798693,0.04733106255709994,469,0.0021321961620469083,25,0,7.789980861027467e-06,2.4664994734516474e-05,wsdld_20000_24000.csv,WSD linear,-0.0092236804636312,-0.01018362816145002
0.004487187642230267,0.004487187642230267,0.0,12000,0.0,0.024281379919932757,469,0.0021321961620469083,25,0,0.0,9.505023511329332e-06,wsdcon_3.csv,WSD-con 3e-5,0.003615250427559946,0.003615250427559946
0.002926482771138891,0.002926482771138891,0.0,12000,0.0,0.02058761784683075,469,0.0021321961620469083,25,0,0.0,9.505023511329332e-06,wsdcon_9.csv,WSD-con 9e-5,0.004933881393385686,0.004933881393385686
0.002504818961791151,0.002504818961791151,0.0,12000,0.0,0.03376118027071087,469,0.0021321961620469083,25,0,0.0,9.505023511329332e-06,wsdcon_18.csv,WSD-con 18e-5,-0.0013362921717416931,-0.0013362921717416931
0.0037480705220761528,0.003563564882477867,-4.922683244926873,12000,0.005475142566575536,0.06926088194817957,469,0.0021321961620469083,100,0,1.180679188448406e-05,2.423935372609864e-05,wsd_20000_24000.csv,WSD sharp,-0.014237250902211951,-0.015384536101953561
0.003248313740665229,0.003116649307715982,-4.053316380771854,12000,0.005476230548800997,0.07309102076755729,469,0.0021321961620469083,100,0,1.1809147732594709e-05,2.4241122205173332e-05,wsdld_20000_24000.csv,WSD linear,-0.015426930837290076,-0.01688244050216925
0.0056693997340904675,0.0056693997340904675,0.0,12000,0.0,0.03170588603525045,469,0.0021321961620469083,100,0,0.0,1.0159351264168017e-05,wsdcon_3.csv,WSD-con 3e-5,0.009496824379844337,0.009496824379844337
0.004934623402238123,0.004934623402238123,0.0,12000,0.0,0.022653397725304992,469,0.0021321961620469083,100,0,0.0,1.0159351264168017e-05,wsdcon_9.csv,WSD-con 9e-5,0.010202504230444998,0.010202504230444998
0.0013816404339982303,0.0013816404339982303,0.0,12000,0.0,0.021721690706812492,469,0.0021321961620469083,100,0,0.0,1.0159351264168017e-05,wsdcon_18.csv,WSD-con 18e-5,-0.001882225784402003,-0.001882225784402003
0.004701998914275349,0.004399880076456466,-6.425327681417459,12000,0.008888346613992184,0.09299964240306824,469,0.0021321961620469083,400,0,1.9160683780080957e-05,2.3512274201278783e-05,wsd_20000_24000.csv,WSD sharp,-0.0198854211409758,-0.021748173844712948
0.0038535563963712593,0.0036382571296023603,-5.587027790008159,12000,0.008889632709221157,0.09432344274255343,469,0.0021321961620469083,400,0,1.916347278381178e-05,2.351413675246026e-05,wsdld_20000_24000.csv,WSD linear,-0.021431739289611507,-0.023834165468386015
0.008173606778800102,0.008173606778800102,0.0,12000,0.0,0.0504005806684353,469,0.0021321961620469083,400,0,0.0,9.447034805195165e-06,wsdcon_3.csv,WSD-con 3e-5,0.00886118742045916,0.00886118742045916
0.006687305974578527,0.006687305974578527,0.0,12000,0.0,0.03759393801515421,469,0.0021321961620469083,400,0,0.0,9.447034805195165e-06,wsdcon_9.csv,WSD-con 9e-5,0.013847415511553773,0.013847415511553773
0.0025579541942073844,0.0025579541942073844,0.0,12000,0.0,0.027662472359065323,469,0.0021321961620469083,400,0,0.0,9.447034805195165e-06,wsdcon_18.csv,WSD-con 18e-5,4.478180501799045e-05,4.478180501799045e-05
