blend_mae,channel,delta_vs_first_error_pct,delta_vs_pure_pct,first_error_mae,pure_mpl_mae,scale,test_curve,test_label,variant,weight,win_vs_first_error,win_vs_pure
0.004464645290322219,step,-1.0672748311937985,-28.642136882829583,0.004512809368896204,0.0062566970131816045,100,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.2,1,1
0.0019339378845531002,step,-2.604473118872286,-27.601062317955172,0.001985653701441024,0.0026712241180200675,100,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.2,1,1
0.004405659801012104,smooth,-0.058332887711021186,-39.45319853464976,0.004408231249596974,0.007276453411883992,400,wsd_20000_24000.csv,WSD sharp,smooth_only,0.2,1,1
0.0041165112370460735,smooth,-0.6622065661101018,-32.133697989909635,0.004143952764348088,0.006065618893503333,400,wsdld_20000_24000.csv,WSD linear,smooth_only,0.2,1,1
0.005942658171663034,step,0.83275412117092,-61.35718772972839,0.005893579148420095,0.015378430871178581,400,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.2,0,1
0.00650484262190828,step,-0.8104138182525422,-27.98710611577292,0.006557989474811701,0.009032886016726277,400,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.2,1,1
0.004227242411021188,step,2.1746486262710807,-13.177800704266707,0.004137271297583188,0.004868849724276598,400,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.2,0,1
0.0037523551889632645,smooth,23.69806932779712,-12.80336539552528,0.0030334791879569334,0.004303325702859985,25,wsd_20000_24000.csv,WSD sharp,smooth_only,0.25,0,1
0.003850368155655653,smooth,19.9899386215608,-0.2650937848777013,0.0032089091801266964,0.003860602372604268,25,wsdld_20000_24000.csv,WSD linear,smooth_only,0.25,0,1
0.004091910720379198,step,1.0740378443710563,-52.37204838339191,0.004048429060170452,0.008591406057766149,25,wsdcon_3.csv,WSD-con 3e-5,smooth_only,0.25,0,1
0.004356469258305386,step,0.53292047611877,-28.01856600887116,0.004333375811299792,0.006052212378600692,25,wsdcon_9.csv,WSD-con 9e-5,smooth_only,0.25,0,1
0.00378331725885989,step,6.745312544725057,-8.491478334597002,0.003544246738960761,0.004134387912738256,25,wsdcon_18.csv,WSD-con 18e-5,smooth_only,0.25,0,1
0.0021691210325429514,smooth,-5.048986871267658,-50.07650642048844,0.002284463283822057,0.004344890305179187,100,wsd_20000_24000.csv,WSD sharp,smooth_only,0.25,1,1
0.0023378141490416585,smooth,-5.230991915187532,-35.38166962734957,0.0024668551420834305,0.0036178807709199698,100,wsdld_20000_24000.csv,WSD linear,smooth_only,0.25,1,1
