heldout_tests,inner_mean,inner_worst,max_kappa,mean_heldout,mean_kappa,mean_retention,median_heldout,rule,selected_lambda,train_id,train_label,train_size,wins,worst_heldout
12,-10.334273485377869,-1.4762268935322176,0.02216819621883598,-10.085827964903752,0.015418083624924422,0.24011295800056828,-9.365936306635925,inner_cv_safe,0.02,cosine_72000.csv|wsdcon_3.csv,Cosine + WSD-con 3e-5,2,12,-5.629221238529936
9,-14.533876713568807,-2.037154909354122,0.028655851742154747,-13.52946748786585,0.020226391470880577,0.3690881613677348,-12.770502453161791,inner_cv_safe,0.1,cosine_72000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 18e-5,3,9,-5.093262008358734
9,-15.580707761064954,-1.9952422776056689,0.029249359307059887,-12.796449032295534,0.020328243136440723,0.4064460929519343,-11.99742961456376,inner_cv_safe,0.1,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5,3,9,-6.992960297517403
6,-14.273041506974456,-2.0493905016235714,0.029206835037835038,-14.388678848321165,0.02039020719977029,0.4191073771268872,-13.983086070995189,inner_cv_safe,0.1,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-9.63362152084073
12,-5.262052775899459,-1.3735432427215089,0.02330771109383796,-13.997245940496873,0.015204601428006581,0.46361407764300494,-11.333964258823194,inner_cv_safe,0.01,cosine_72000.csv|wsdcon_9.csv,Cosine + WSD-con 9e-5,2,12,-6.225502541072803
9,-8.007984184425633,-2.339210694603311,0.03182568351691427,-21.107719039541152,0.02188997589113681,0.659126696176457,-18.535671964121658,inner_cv_safe,0.1,cosine_72000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 9e-5 + WSD-con 18e-5,3,9,-11.021996720921369
12,-13.62544883190086,-2.801803509839551,0.05016243517682871,-16.01849293511971,0.032203492961415704,0.19400020209594085,-15.367409664897908,inner_cv_safe,0.02,cosine_72000.csv|wsdld_20000_24000.csv,Cosine + WSD linear,2,10,1.9081060932246485
9,-7.650203239519401,-2.2979719053006886,0.029053966612638975,-19.84498597615275,0.020091256693999384,0.3509394959057514,-19.30227994270748,inner_cv_safe,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 18e-5,3,9,-5.466622060141058
9,-9.669585954421969,-1.7691396055883546,0.026560326567965184,-11.54053413120361,0.018417922364522103,0.28346055755620087,-10.615306040834282,inner_cv_safe,0.04,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD linear + WSD-con 3e-5,3,9,-5.415347477121857
6,-13.036699230012113,-2.109590757655322,0.030778274111287383,-14.256986440693446,0.021456147917055704,0.37017157235672066,-14.48864336045584,inner_cv_safe,0.1,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-4.683877903984057
6,-15.091709997485358,-2.0618882922123993,0.03104685057398097,-13.117424793380922,0.021388649673668395,0.40582025764414803,-11.8982510128534,inner_cv_safe,0.1,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-7.0411572764810915
3,-14.142785984281984,-2.107356539886751,0.030878457411244353,-16.395092993587806,0.021367015785835327,0.417988871833118,-16.00823143636998,inner_cv_safe,0.1,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-12.662649730928333
9,-7.600136330893643,-1.5399903861082032,0.02632960703470733,-16.796343747143933,0.01714739651239834,0.40624405829122995,-12.503897166640455,inner_cv_safe,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 9e-5,3,9,-6.654809844990661
6,-8.828742968837199,-2.219390890183548,0.033037924262802366,-24.690089419266375,0.02224843487717063,0.556974274201009,-21.946720506871614,inner_cv_safe,0.05,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-13.286643435592172
15,0.0,0.0,0.04808967259435133,-13.467423665832174,0.03056465210273129,0.1942269636938401,-11.699583465969532,inner_cv_safe,0.025,wsd_20000_24000.csv,WSD sharp,1,14,0.13503777298313757
12,-10.542113913806475,-6.517811451945654,0.020614718782816337,-11.96018984090199,0.014205946071887876,0.23872835672263507,-7.70207644927679,inner_cv_safe,0.003,wsd_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD-con 18e-5,2,12,-1.6246268011059661
12,-17.82487978732515,-10.068988146906644,0.026769507352471706,-8.760564963534547,0.018506283934488343,0.28129135820699447,-8.16155815774564,inner_cv_safe,0.04,wsd_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD-con 3e-5,2,12,-1.7700087340996262
9,-17.57189383162614,-7.048756652018029,0.031095036197709203,-9.659864146918713,0.021588324296473893,0.36856031969682396,-8.180723081268104,inner_cv_safe,0.1,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,3,9,-2.112274675317616
9,-16.241875114402216,-5.639906349694734,0.021853213713802742,-6.616155847721611,0.014765413964184522,0.24728026832719796,-6.333505889024238,inner_cv_safe,0.01,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.3518667247746974
6,-14.447255937752962,-5.63449603259929,0.021847769168674338,-5.8344582871843755,0.014854560933148625,0.2601050260354935,-4.737221394115087,inner_cv_safe,0.01,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.4002214842728455
12,-9.883108223778525,-5.613881008543942,0.02140453202619425,-10.71703369015344,0.013745447148785487,0.3034375798138003,-7.318304901295569,inner_cv_safe,0.003,wsd_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD-con 9e-5,2,12,-1.2009058395401673
9,-11.1527020258583,-5.573618110311463,0.025541823898354306,-13.998587926184715,0.016976440305027037,0.4152106124014949,-10.067996539638946,inner_cv_safe,0.01,wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.6350966579243842
12,-25.291193773561094,-12.684897408510443,0.05619912808934939,-8.031623901263746,0.03573543223337013,0.2576532177375702,-6.043563052750689,inner_cv_safe,0.04,wsd_20000_24000.csv|wsdld_20000_24000.csv,WSD sharp + WSD linear,2,9,5.9062700861042705
9,-9.841658814617707,-6.6630380316198945,0.021596235623960337,-12.996114324026193,0.014617025224985572,0.19173053637049922,-7.266624135952593,inner_cv_safe,0.003,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 18e-5,3,9,-1.5736075639519176
9,-15.073599899693875,-7.964608058941569,0.028377670899457974,-7.891245638349092,0.019465116814648797,0.2818413615066376,-6.8954234386294555,inner_cv_safe,0.04,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD linear + WSD-con 3e-5,3,9,-1.8373828872952358
6,-15.83424039536951,-7.0488817366534455,0.03100184335585912,-7.502595789333313,0.021359840838811737,0.3406251491753389,-4.410812445582746,inner_cv_safe,0.07,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-2.062532541127571
6,-14.928246756609703,-5.632973605628166,0.022552799118244652,-5.282046178152933,0.01519497303668072,0.24387279679904536,-4.5440765255881255,inner_cv_safe,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-1.3867467136642664
3,-13.734126457975401,-5.635349829906467,0.022493742563639802,-2.1991144975748647,0.015247010758632301,0.25630592004267516,-2.168662175086178,inner_cv_safe,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-1.4306027741770366
9,-9.843690982189612,-5.626252993362946,0.02160166115844433,-11.445295298531859,0.01387192611428469,0.27029681499557845,-6.484032641305582,inner_cv_safe,0.003,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 9e-5,3,9,-1.211294945049246
6,-9.536976874178846,-5.489101703451937,0.021481342040807462,-13.67319379797764,0.014110593697826773,0.30303076302885285,-10.65136947990069,inner_cv_safe,0.003,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.3447716095586926
15,0.0,0.0,0.02528343848519805,-14.782913195304515,0.01932223272400048,0.7306681316818505,-12.702860611521372,inner_cv_safe,0.025,wsdcon_18.csv,WSD-con 18e-5,1,15,-2.3316778255444315
15,0.0,0.0,0.022818017205926373,-8.76062386983777,0.01592606007307935,0.2550406027181505,-8.24071987699817,inner_cv_safe,0.025,wsdcon_3.csv,WSD-con 3e-5,1,15,-1.5394651573755525
12,-19.98685282341144,-6.913920409686336,0.028481618844949156,-10.826729297169726,0.02010992036225935,0.3719762706500445,-10.87380988671871,inner_cv_safe,0.1,wsdcon_3.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 18e-5,2,12,-2.037154909354122
12,-18.627278037057206,-5.637673867786342,0.022000582680307322,-7.924978223079905,0.015035422415984994,0.27758794937179904,-7.995795856412562,inner_cv_safe,0.015,wsdcon_3.csv|wsdcon_9.csv,WSD-con 3e-5 + WSD-con 9e-5,2,12,-1.4097637787735096
9,-15.774614796604238,-5.638176403297446,0.02208876893642907,-7.862218659050269,0.015190547776436816,0.29110033030019133,-8.783654968341425,inner_cv_safe,0.015,wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.4662692409193268
15,0.0,0.0,0.025764467500442024,-12.812556357957229,0.01709677684530956,0.545691707418849,-10.31184836784178,inner_cv_safe,0.025,wsdcon_9.csv,WSD-con 9e-5,1,15,-1.601981966700039
12,-10.556786780125154,-5.636792962966131,0.02436526688365376,-13.382671284217642,0.016363804430779286,0.5118870969090678,-10.683082876708145,inner_cv_safe,0.01,wsdcon_9.csv|wsdcon_18.csv,WSD-con 9e-5 + WSD-con 18e-5,2,12,-1.6213322269105102
15,0.0,0.0,0.05442078924432002,-12.33746204448098,0.03499623651449894,0.2447979786410015,-9.645935980157727,inner_cv_safe,0.025,wsdld_20000_24000.csv,WSD linear,1,12,5.001948118398092
12,-9.724054241993972,-6.867499332407034,0.02162768380471459,-13.164423651228207,0.015235061524320173,0.30171186379931353,-10.4686958787576,inner_cv_safe,0.003,wsdld_20000_24000.csv|wsdcon_18.csv,WSD linear + WSD-con 18e-5,2,12,-1.807984674966956
12,-15.612954391644555,-7.212405972793667,0.024565575185161583,-8.780828397698224,0.016995142478266275,0.25452094203593933,-8.227505681105152,inner_cv_safe,0.025,wsdld_20000_24000.csv|wsdcon_3.csv,WSD linear + WSD-con 3e-5,2,12,-1.6225306971023645
9,-16.490865522076504,-7.0364130610714,0.030621138964495823,-10.49908805911129,0.021350318167861097,0.37292731745936836,-8.18602775156595,inner_cv_safe,0.1,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 18e-5,3,9,-2.109590757655322
9,-15.808572328977602,-5.6391389466086235,0.021871365175818416,-7.239214317557448,0.014801577467197019,0.25184446328744853,-7.269500016579955,inner_cv_safe,0.01,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.3580296568874273
6,-14.109506983930673,-5.638951574839213,0.021864849878532152,-6.7715985775476595,0.014890266490140636,0.26486318076542825,-5.672194417930249,inner_cv_safe,0.01,wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.4068603984017436
12,-9.510817377416954,-5.428707992432158,0.021882445046969526,-11.376748866908727,0.01410477109465223,0.33302540980586376,-8.797595414809557,inner_cv_safe,0.003,wsdld_20000_24000.csv|wsdcon_9.csv,WSD linear + WSD-con 9e-5,2,12,-1.23494836135718
9,-9.4281401383327,-5.514447772888687,0.021813226874347412,-12.954717073165236,0.014418953761253161,0.3668836049042858,-10.17785104586043,inner_cv_safe,0.003,wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD linear + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.3929249341454453
15,0.0,0.0,0.06508729347827592,-12.512793488972259,0.04085836050002618,0.019429466009290474,-16.79036666304492,inner_cv_worst,0.025,cosine_72000.csv,Cosine,1,9,13.213719605467444
12,-24.99643299586731,-2.953518960682966,0.06422318310407567,-8.342462812900076,0.040326563027709275,0.3004903301130601,-4.6580149166707825,inner_cv_worst,0.1,cosine_72000.csv|wsd_20000_24000.csv,Cosine + WSD sharp,2,6,12.45162983666106
9,-8.595545162938429,-2.378230690299943,0.033266581252628484,-19.836201754763994,0.022545120696210775,0.3252848407078978,-19.374868638368948,inner_cv_worst,0.02,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 18e-5,3,9,-4.949513502726665
9,-10.593418797350477,-1.9493708163193846,0.02965568467300344,-11.5249612220539,0.02049748323960401,0.32116940938683197,-10.471519109013006,inner_cv_worst,0.07,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD-con 3e-5,3,9,-4.965748554012017
6,-13.848928313650111,-2.112274675317616,0.031247174419558345,-12.974480444056402,0.021691049311854536,0.36592106144672104,-11.805135421591428,inner_cv_worst,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,4,6,-4.594300553637454
6,-15.68438077121396,-2.0644414569697345,0.03141845449579066,-11.845445210246472,0.02157712767792692,0.40122680671429345,-11.240328314221726,inner_cv_worst,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,4,6,-7.04461622472251
3,-14.637028280074679,-2.1090020178571423,0.031239018802626875,-13.838768946504958,0.021548953467959514,0.41322487504272093,-13.411932594529164,inner_cv_worst,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-9.910383071197327
9,-8.35550138194397,-1.652508706611222,0.02906911611983559,-17.195169032294974,0.019028135122268877,0.4178771717658005,-11.557801830141933,inner_cv_worst,0.02,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD-con 9e-5,3,9,-6.976656803536363
6,-9.689457919714812,-2.1845091665015026,0.033275752073044666,-23.29988697410494,0.022289159939009984,0.5194371107119095,-20.67516037493732,inner_cv_worst,0.05,cosine_72000.csv|wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,4,6,-10.234675140988337
9,-21.441920399395965,-3.1011907322131327,0.06625289627852955,-0.6959179021106101,0.041643529874991196,0.3329363813244819,8.746668795479206,inner_cv_worst,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv,Cosine + WSD sharp + WSD linear,3,3,14.24170630148116
6,-10.601551502570125,-2.3258097373388575,0.034829977212512055,-22.39107750194451,0.023246546489308406,0.275483015559208,-23.065776021492283,inner_cv_worst,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 18e-5,4,6,-4.608047982914676
6,-11.5463946135144,-1.909841331447426,0.029608210873820876,-10.616884390765444,0.020302499373641952,0.29632724078257217,-9.22065313093951,inner_cv_worst,0.05,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5,4,6,-5.05460712836835
3,-12.912318535766184,-2.170904373679794,0.033040730473859206,-11.987643942834206,0.022722733927280386,0.36706680377592943,-8.123811792343504,inner_cv_worst,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,5,3,-4.218197709412108
3,-15.242470267734438,-2.117108082441721,0.03293440850605132,-9.853692195031625,0.02246074875771123,0.40084448463624717,-11.348705686902672,inner_cv_worst,0.1,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,5,3,-6.844992367677916
6,-9.576937767527772,-1.7256660710534,0.029669464113976623,-19.786891662398656,0.01931651928166304,0.36876944392133676,-16.531157394437066,inner_cv_worst,0.015,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5,4,6,-7.004224765342704
3,-10.457903847149721,-2.0933375044599134,0.03292896659090248,-32.09252621360663,0.021884038585000366,0.45199028285108955,-36.609566752809016,inner_cv_worst,0.03,cosine_72000.csv|wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD sharp + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,5,3,-21.959806440171768
12,-5.050332030697422,-2.1755566358264478,0.022707554475117322,-16.453265633043916,0.01690433150323976,0.5592249850049504,-13.397455189922336,inner_cv_worst,0.01,cosine_72000.csv|wsdcon_18.csv,Cosine + WSD-con 18e-5,2,12,-5.596793961519364
12,-10.334273485377869,-1.4762268935322176,0.02216819621883598,-10.085827964903752,0.015418083624924422,0.24011295800056828,-9.365936306635925,inner_cv_worst,0.02,cosine_72000.csv|wsdcon_3.csv,Cosine + WSD-con 3e-5,2,12,-5.629221238529936
9,-14.533876713568807,-2.037154909354122,0.028655851742154747,-13.52946748786585,0.020226391470880577,0.3690881613677348,-12.770502453161791,inner_cv_worst,0.1,cosine_72000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 18e-5,3,9,-5.093262008358734
9,-15.580707761064954,-1.9952422776056689,0.029249359307059887,-12.796449032295534,0.020328243136440723,0.4064460929519343,-11.99742961456376,inner_cv_worst,0.1,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5,3,9,-6.992960297517403
6,-14.273041506974456,-2.0493905016235714,0.029206835037835038,-14.388678848321165,0.02039020719977029,0.4191073771268872,-13.983086070995189,inner_cv_worst,0.1,cosine_72000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-9.63362152084073
12,-5.262052775899459,-1.3735432427215089,0.02330771109383796,-13.997245940496873,0.015204601428006581,0.46361407764300494,-11.333964258823194,inner_cv_worst,0.01,cosine_72000.csv|wsdcon_9.csv,Cosine + WSD-con 9e-5,2,12,-6.225502541072803
9,-8.007984184425633,-2.339210694603311,0.03182568351691427,-21.107719039541152,0.02188997589113681,0.659126696176457,-18.535671964121658,inner_cv_worst,0.1,cosine_72000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD-con 9e-5 + WSD-con 18e-5,3,9,-11.021996720921369
12,-23.37398164871229,-3.3264003645344764,0.06960159302690087,-5.961649165375655,0.04409430733196321,0.339989979726739,-2.9761848754129296,inner_cv_worst,0.1,cosine_72000.csv|wsdld_20000_24000.csv,Cosine + WSD linear,2,6,19.523426121513452
9,-7.650203239519401,-2.2979719053006886,0.029053966612638975,-19.84498597615275,0.020091256693999384,0.3509394959057514,-19.30227994270748,inner_cv_worst,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 18e-5,3,9,-5.466622060141058
9,-9.669585954421969,-1.7691396055883546,0.026560326567965184,-11.54053413120361,0.018417922364522103,0.28346055755620087,-10.615306040834282,inner_cv_worst,0.04,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,Cosine + WSD linear + WSD-con 3e-5,3,9,-5.415347477121857
6,-13.036699230012113,-2.109590757655322,0.030778274111287383,-14.256986440693446,0.021456147917055704,0.37017157235672066,-14.48864336045584,inner_cv_worst,0.1,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-4.683877903984057
6,-15.091709997485358,-2.0618882922123993,0.03104685057398097,-13.117424793380922,0.021388649673668395,0.40582025764414803,-11.8982510128534,inner_cv_worst,0.1,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-7.0411572764810915
3,-14.142785984281984,-2.107356539886751,0.030878457411244353,-16.395092993587806,0.021367015785835327,0.417988871833118,-16.00823143636998,inner_cv_worst,0.1,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-12.662649730928333
9,-7.600136330893643,-1.5399903861082032,0.02632960703470733,-16.796343747143933,0.01714739651239834,0.40624405829122995,-12.503897166640455,inner_cv_worst,0.01,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,Cosine + WSD linear + WSD-con 9e-5,3,9,-6.654809844990661
6,-8.828742968837199,-2.219390890183548,0.033037924262802366,-24.690089419266375,0.02224843487717063,0.556974274201009,-21.946720506871614,inner_cv_worst,0.05,cosine_72000.csv|wsdld_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,Cosine + WSD linear + WSD-con 9e-5 + WSD-con 18e-5,4,6,-13.286643435592172
15,0.0,0.0,0.04808967259435133,-13.467423665832174,0.03056465210273129,0.1942269636938401,-11.699583465969532,inner_cv_worst,0.025,wsd_20000_24000.csv,WSD sharp,1,14,0.13503777298313757
12,-10.542113913806475,-6.517811451945654,0.020614718782816337,-11.96018984090199,0.014205946071887876,0.23872835672263507,-7.70207644927679,inner_cv_worst,0.003,wsd_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD-con 18e-5,2,12,-1.6246268011059661
12,-17.82487978732515,-10.068988146906644,0.026769507352471706,-8.760564963534547,0.018506283934488343,0.28129135820699447,-8.16155815774564,inner_cv_worst,0.04,wsd_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD-con 3e-5,2,12,-1.7700087340996262
9,-17.57189383162614,-7.048756652018029,0.031095036197709203,-9.659864146918713,0.021588324296473893,0.36856031969682396,-8.180723081268104,inner_cv_worst,0.1,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 18e-5,3,9,-2.112274675317616
9,-16.241875114402216,-5.639906349694734,0.021853213713802742,-6.616155847721611,0.014765413964184522,0.24728026832719796,-6.333505889024238,inner_cv_worst,0.01,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5,3,9,-1.3518667247746974
6,-14.447255937752962,-5.63449603259929,0.021847769168674338,-5.8344582871843755,0.014854560933148625,0.2601050260354935,-4.737221394115087,inner_cv_worst,0.01,wsd_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,4,6,-1.4002214842728455
12,-9.883108223778525,-5.613881008543942,0.02140453202619425,-10.71703369015344,0.013745447148785487,0.3034375798138003,-7.318304901295569,inner_cv_worst,0.003,wsd_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD-con 9e-5,2,12,-1.2009058395401673
9,-11.1527020258583,-5.573618110311463,0.025541823898354306,-13.998587926184715,0.016976440305027037,0.4152106124014949,-10.067996539638946,inner_cv_worst,0.01,wsd_20000_24000.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD-con 9e-5 + WSD-con 18e-5,3,9,-1.6350966579243842
12,-29.033371219482262,-13.837258797792762,0.06610284887470042,-2.1893537277031334,0.04143289861922453,0.3519951240307358,1.8291527802481,inner_cv_worst,0.1,wsd_20000_24000.csv|wsdld_20000_24000.csv,WSD sharp + WSD linear,2,6,14.10937414264093
9,-9.841658814617707,-6.6630380316198945,0.021596235623960337,-12.996114324026193,0.014617025224985572,0.19173053637049922,-7.266624135952593,inner_cv_worst,0.003,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 18e-5,3,9,-1.5736075639519176
9,-15.073599899693875,-7.964608058941569,0.028377670899457974,-7.891245638349092,0.019465116814648797,0.2818413615066376,-6.8954234386294555,inner_cv_worst,0.04,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv,WSD sharp + WSD linear + WSD-con 3e-5,3,9,-1.8373828872952358
6,-15.83424039536951,-7.0488817366534455,0.03100184335585912,-7.502595789333313,0.021359840838811737,0.3406251491753389,-4.410812445582746,inner_cv_worst,0.07,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 18e-5,4,6,-2.062532541127571
6,-14.928246756609703,-5.632973605628166,0.022552799118244652,-5.282046178152933,0.01519497303668072,0.24387279679904536,-4.5440765255881255,inner_cv_worst,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5,4,6,-1.3867467136642664
3,-13.734126457975401,-5.635349829906467,0.022493742563639802,-2.1991144975748647,0.015247010758632301,0.25630592004267516,-2.168662175086178,inner_cv_worst,0.01,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_3.csv|wsdcon_9.csv|wsdcon_18.csv,WSD sharp + WSD linear + WSD-con 3e-5 + WSD-con 9e-5 + WSD-con 18e-5,5,3,-1.4306027741770366
9,-9.843690982189612,-5.626252993362946,0.02160166115844433,-11.445295298531859,0.01387192611428469,0.27029681499557845,-6.484032641305582,inner_cv_worst,0.003,wsd_20000_24000.csv|wsdld_20000_24000.csv|wsdcon_9.csv,WSD sharp + WSD linear + WSD-con 9e-5,3,9,-1.211294945049246
