base_config_id,config_id,fit_start_step,max_mode,mean_delta,mean_kappa,mean_source_retention,mean_target_retention,median_delta,nonharm,nuisance_lambda,retention_power,rho,ridge_tau,rows,smooth_lambda,step_lambda,wins,worst_delta
40435,884,8000,16,-31.873391729653324,0.04433012052897901,0.02712479043454097,0.5879060962966821,-36.90399478520072,15,0.05,0.25,0.2,0.05,15,4.0,30.0,15,-0.9218296045888641
40183,867,5000,8,-31.85629989654278,0.04680014138382846,0.02814040015357055,0.5882177425073724,-34.361311429567955,15,0.05,0.25,0.2,0.05,15,4.0,30.0,15,-0.9232812970802806
40309,875,5000,12,-31.855817700041882,0.04679845895292012,0.028134687432859355,0.587950958855174,-34.35921790291688,15,0.05,0.25,0.2,0.05,15,4.0,30.0,15,-0.9232805007536093
40435,883,5000,16,-31.85578352217904,0.046798347917773826,0.02813435026479125,0.5879060962966821,-34.358895557407564,15,0.05,0.25,0.2,0.05,15,4.0,30.0,15,-0.9232803967874847
36280,186,3000,16,-31.816325019505875,0.043706911147725486,0.024916950419904674,0.5428919853183819,-33.85292697852219,15,0.05,0.25,0.5,0.05,15,4.0,20.0,15,-2.85395569529987
36154,178,3000,12,-31.81621461526706,0.04370700760025515,0.024917287095477268,0.5429345910734116,-33.8522016927159,15,0.05,0.25,0.5,0.05,15,4.0,20.0,15,-2.8537210132556834
36028,170,3000,8,-31.814547496637196,0.04370716479188108,0.024922851592835877,0.5431959145327,-33.84380245366339,15,0.05,0.25,0.5,0.05,15,4.0,20.0,15,-2.85100325623735
40184,650,3000,8,-31.754414970818864,0.044037888262493476,0.028801222868205734,0.5882177425073724,-39.75809164377476,15,0.05,0.25,0.35,0.05,15,4.0,30.0,15,-0.9227730013737334
40310,658,3000,12,-31.7538568025376,0.044037267968087344,0.02879492845711338,0.587950958855174,-39.75585652845418,15,0.05,0.25,0.35,0.05,15,4.0,30.0,15,-0.9227729085709679
40436,666,3000,16,-31.75381024099926,0.04403714704751452,0.02879455675173894,0.5879060962966821,-39.755673609119846,15,0.05,0.25,0.35,0.05,15,4.0,30.0,15,-0.9227728584881301
36281,82,3000,16,-31.72606105789856,0.03746306669805041,0.024916950419904674,0.5428919853183819,-34.3782517789589,15,0.05,0.25,0.75,0.05,15,4.0,20.0,15,-6.160804548626386
36155,74,3000,12,-31.725985034224774,0.03746314937164726,0.024917287095477268,0.5429345910734116,-34.37835509148367,15,0.05,0.25,0.75,0.05,15,4.0,20.0,15,-6.160813697949186
36029,90,3000,8,-31.724375763723643,0.03746328410732664,0.024922851592835877,0.5431959145327,-34.37865317871642,15,0.05,0.25,0.75,0.05,15,4.0,20.0,15,-6.160734869626805
10953,763,5000,16,-31.68493785951367,0.03399904501258454,0.021092894099429816,0.5295845112279992,-35.05770126463612,15,0.04,0.25,0.4,0.05,15,2.0,20.0,15,-5.9691314643919196
10827,755,5000,12,-31.684853098677873,0.03399916352231872,0.021093238532691894,0.5296368273522087,-35.057626510789454,15,0.04,0.25,0.4,0.05,15,2.0,20.0,15,-5.969167164790701
10701,747,5000,8,-31.683127133439694,0.034000970013461015,0.02109897173882047,0.529957914697898,-35.0585740294726,15,0.04,0.25,0.4,0.05,15,2.0,20.0,15,-5.969362601947504
10953,762,3000,16,-31.677682221722776,0.03608886079989045,0.02163926348049369,0.5295845112279992,-32.63332091091402,15,0.04,0.25,0.4,0.05,15,2.0,20.0,15,-5.822867184764902
35901,44,8000,16,-31.677595853475115,0.03543813615470023,0.02206846009054953,0.5258091386717108,-36.38957214490409,15,0.04,0.25,0.4,0.05,15,4.0,20.0,15,-5.56452196566497
10827,754,3000,12,-31.677556876875567,0.036089011897420316,0.021639642695651863,0.5296368273522087,-32.63351205947937,15,0.04,0.25,0.4,0.05,15,2.0,20.0,15,-5.822548432212904
35775,36,8000,12,-31.67752704690684,0.035438137148840185,0.022068791535611042,0.5258623854471114,-36.38916118769404,15,0.04,0.25,0.4,0.05,15,4.0,20.0,15,-5.564551049085342
35649,28,8000,8,-31.67747821129958,0.0354396672788685,0.02207427302616203,0.5261887482191262,-36.38822047868883,15,0.04,0.25,0.4,0.05,15,4.0,20.0,15,-5.564753729298788
