base_mae,coef,corr_mae,delta_pct,fit_objective,group,lambda,localization,residualized_corr,scale,test_curve,test_label,variant,win
0.002504818961791151,0.03208308197767467,0.0021572382570184765,-13.876480099948052,0.00019964498142824742,core_wsd,18.05070782708191,0.9998554913294798,0.009417420546899232,25,wsdcon_18.csv,WSD-con 18e-5,strict_exact_localized,1
0.004428106847791531,0.041930152843259766,0.004428106847791531,0.0,0.0001952513636332912,extra_control,7.221062086481109,0.0,0.01252315174787187,25,cosine_24000.csv,Cosine 24k,strict_exact_localized,0
0.003761619732988638,0.04193070708296342,0.003761619732988638,0.0,0.0001952508106050036,extra_control,7.220283130832764,0.0,0.012523364452831073,25,constant_24000.csv,Constant 24k,strict_exact_localized,0
0.0015795124507172926,0.04193070708296342,0.0015795124507172926,0.0,0.0001952508106050036,extra_control,7.220283130832764,0.0,0.012523364452831073,25,constant_72000.csv,Constant 72k,strict_exact_localized,0
0.0037480705220761528,0.058589151705704924,0.001841116980938782,-50.87827269805638,0.00022333163301566837,core_wsd,7.227208795627145,0.8168498168498168,0.022569788685334692,100,wsd_20000_24000.csv,WSD sharp,strict_exact_localized,1
0.003248313740665229,0.058592661516242255,0.0019002716378133991,-41.49975065449686,0.0002233261335774554,core_wsd,7.222991414077641,0.8168498168498168,0.022571336022311757,100,wsdld_20000_24000.csv,WSD linear,strict_exact_localized,1
0.0056693997340904675,0.0453488872370202,0.004071823938380168,-28.178923177774408,0.00023176190657772097,core_wsd,18.05070782708191,0.9998554913294798,0.017366526506475494,100,wsdcon_3.csv,WSD-con 3e-5,strict_exact_localized,1
0.004934623402238123,0.0453488872370202,0.004880815430046979,-1.0904169944709219,0.00023176190657772097,core_wsd,18.05070782708191,0.9998554913294798,0.017366526506475494,100,wsdcon_9.csv,WSD-con 9e-5,strict_exact_localized,1
0.0013816404339982303,0.0453488872370202,0.0012954122469314817,-6.2410005486897235,0.00023176190657772097,core_wsd,18.05070782708191,0.9998554913294798,0.017366526506475494,100,wsdcon_18.csv,WSD-con 18e-5,strict_exact_localized,1
0.0032781062167547585,0.05859426598038529,0.0032781062167547585,0.0,0.00022332361690059603,extra_control,7.221062086481109,0.0,0.0225720435413647,100,cosine_24000.csv,Cosine 24k,strict_exact_localized,0
