base_mae,channel,config_id,corr_mae,delta_pct,drop_concentration,kappa,max_mode,nuisance_lambda,raw_map,response_lambda,retention_power,rho,ridge_tau,scale,shrink,smooth_fit_start,smooth_lambda,source_corr,source_dot,source_full_l2,source_l2,source_retention,step_fit_start,step_lambda,target_factor,target_retention,test_curve,test_label,train_curve,win
0.008173606778800102,step,925,0.003587885386194043,-56.10401279029048,1.0,0.05433006559872288,16,0.05,0.18010056491507287,20.0,0.25,0.4,0.05,400,0.7142857142857143,5000,4.0,0.49077593429797456,0.0005841553694077715,0.023370369358279935,0.0007434954864424335,0.03181359588478301,12000,20.0,1.0,0.4927652641767089,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.006687305974578527,step,925,0.0057793980943959995,-13.576586500361977,1.0,0.05433006559872288,16,0.05,0.18010056491507287,20.0,0.25,0.4,0.05,400,0.7142857142857143,5000,4.0,0.49077593429797456,0.0005841553694077715,0.023370369358279935,0.0007434954864424335,0.03181359588478301,12000,20.0,1.0,0.7777581181647101,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.0025579541942073844,step,925,0.0024077313470258115,-5.872773152926669,1.0,0.05433006559872288,16,0.05,0.18010056491507287,20.0,0.25,0.4,0.05,400,0.7142857142857143,5000,4.0,0.49077593429797456,0.0005841553694077715,0.023370369358279935,0.0007434954864424335,0.03181359588478301,12000,20.0,1.0,0.8824745460146127,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.003408385839825258,smooth,933,0.001991838784842002,-41.56064253147701,0.0006394638242375368,0.02433127799279726,16,0.05,0.11221474443119189,4.0,0.25,0.4,0.05,25,0.7142857142857143,8000,4.0,0.4486538945719722,0.000843285691932105,0.5905987860056575,0.005014927705861264,0.008491259759909537,12000,20.0,1.0,0.26616097096042696,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.0031360955249893426,smooth,933,0.0021474387215435604,-31.525085749712357,0.00025006251562922964,0.02433127799279726,16,0.05,0.11221474443119189,4.0,0.25,0.4,0.05,25,0.7142857142857143,8000,4.0,0.4486538945719722,0.000843285691932105,0.5905987860056575,0.005014927705861264,0.008491259759909537,12000,20.0,1.0,0.31984607541595783,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
0.004487187642230267,step,933,0.00186818957984451,-58.36613645789139,1.0,0.02710378549135475,16,0.05,0.08996270262067849,20.0,0.25,0.4,0.05,25,0.7142857142857143,8000,4.0,0.4549464699462551,0.00029144976341528687,0.023369959197071296,0.0007396732748699716,0.03165060189590176,12000,20.0,1.0,0.4614781245612423,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,1
0.002926482771138891,step,933,0.0022936156639255293,-21.625519666636215,1.0,0.02710378549135475,16,0.05,0.08996270262067849,20.0,0.25,0.4,0.05,25,0.7142857142857143,8000,4.0,0.4549464699462551,0.00029144976341528687,0.023369959197071296,0.0007396732748699716,0.03165060189590176,12000,20.0,1.0,0.7489617745948403,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,1
0.002504818961791151,step,933,0.0022032291203984804,-12.040384793997605,1.0,0.02710378549135475,16,0.05,0.08996270262067849,20.0,0.25,0.4,0.05,25,0.7142857142857143,8000,4.0,0.4549464699462551,0.00029144976341528687,0.023369959197071296,0.0007396732748699716,0.03165060189590176,12000,20.0,1.0,0.8648889816832777,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,1
0.0037480705220761528,smooth,933,0.001633354301602046,-56.42146293722112,0.0006394638242375368,0.03614874940391476,16,0.05,0.16671638362227867,4.0,0.25,0.4,0.05,100,0.7142857142857143,8000,4.0,0.46951587746226225,0.001252861570304057,0.5905987860056575,0.005014927705861264,0.008491259759909537,12000,20.0,1.0,0.26856455156151915,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,1
0.003248313740665229,smooth,933,0.0017831244389847714,-45.10615102654457,0.00025006251562922964,0.03614874940391476,16,0.05,0.16671638362227867,4.0,0.25,0.4,0.05,100,0.7142857142857143,8000,4.0,0.46951587746226225,0.001252861570304057,0.5905987860056575,0.005014927705861264,0.008491259759909537,12000,20.0,1.0,0.3223716594822317,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,1
