estimator,train_curve,train_label,test_curve,test_label,base_mae,corr_mae,delta_pct,wins,tests,mean_kappa,max_kappa
raw_ls,wsdld_20000_24000.csv,WSD linear,wsd_20000_24000.csv,WSD sharp,0.003952818425392253,0.0019066796824515925,-51.76404587158881,3,3,0.07714981720838593,0.1016427946242594
raw_ls,wsdld_20000_24000.csv,WSD linear,wsdld_20000_24000.csv,WSD linear,0.003412655220675277,0.0018319750296897214,-46.31819181173478,3,3,0.07714981720838593,0.1016427946242594
raw_ls,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,0.0061100647183736125,0.013143796943711724,115.11714768236305,0,3,0.07714981720838593,0.1016427946242594
raw_ls,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,0.00484947071598518,0.007368196784619324,51.938164310008816,0,3,0.07714981720838593,0.1016427946242594
raw_ls,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,0.0021481378633322556,0.0026025213062222364,21.15243395901638,1,3,0.07714981720838593,0.1016427946242594
raw_ls,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,0.006774363885652582,0.006538297899222777,-3.484695986434516,3,3,0.025114517069188824,0.036467051200031186
raw_ls,wsdcon_3.csv,WSD-con 3e-5,wsd_20000_24000.csv,WSD sharp,0.003952818425392253,0.0031715892785240123,-19.763851075216454,3,3,0.025114517069188824,0.036467051200031186
raw_ls,wsdcon_3.csv,WSD-con 3e-5,wsdld_20000_24000.csv,WSD linear,0.003412655220675277,0.002850225044969576,-16.48072070973553,3,3,0.025114517069188824,0.036467051200031186
raw_ls,wsdcon_3.csv,WSD-con 3e-5,wsdcon_3.csv,WSD-con 3e-5,0.0061100647183736125,0.004091138098154471,-33.042638879879874,3,3,0.025114517069188824,0.036467051200031186
raw_ls,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,0.00484947071598518,0.004375643809826593,-9.770693213936188,3,3,0.025114517069188824,0.036467051200031186
