adiabatic_factor,backbone_params,base_mae,base_vs_official_baseline_pct,cooldown_support_span,corr_mae,corr_vs_official_baseline_pct,delta_vs_own_baseline_pct,description,effective_tau_steps,group,nonharm_vs_own_baseline,residual_params,scale,test_curve,test_label,variant,win_vs_own_baseline
0.0,15,0.003601383524592838,9.861709367005078,21840.0,0.003601383524592838,9.861709367005078,0.0,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",256.0,extra_control,1,0,100,cosine_24000.csv,Cosine 24k,median_c_beta_gamma_refit,0
1.0,15,0.0031572643754550767,70.7830209247501,0.0,0.0031572643754550767,70.7830209247501,0.0,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",128.0,extra_control,1,0,100,constant_24000.csv,Constant 24k,median_c_beta_gamma_refit,0
1.0,15,0.005550089200994866,16.203768949093543,0.0,0.005550089200994866,16.203768949093543,0.0,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",128.0,extra_control,1,0,100,constant_72000.csv,Constant 72k,median_c_beta_gamma_refit,0
0.8168498168498168,15,0.007334810541782144,55.99345460318024,4000.0,0.006375200896580058,35.584907883003524,-13.082950673855166,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",256.0,core_wsd,1,0,400,wsd_20000_24000.csv,WSD sharp,median_c_beta_gamma_refit,1
0.8168498168498168,15,0.006115479884142744,58.697038660221715,4000.0,0.0052618956810298505,36.54648173787643,-13.957763238273612,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",256.0,core_wsd,1,0,400,wsdld_20000_24000.csv,WSD linear,median_c_beta_gamma_refit,1
0.9998554913294798,15,0.015715303682757212,92.2688980282,2.0,0.014623138541921847,78.90680256175162,-6.949691605601527,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",130.0,core_wsd,1,0,400,wsdcon_3.csv,WSD-con 3e-5,median_c_beta_gamma_refit,1
0.9998554913294798,15,0.009262862249023474,38.51410843523237,2.0,0.00841277965925972,25.80222426251315,-9.177320863789939,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",130.0,core_wsd,1,0,400,wsdcon_9.csv,WSD-con 9e-5,median_c_beta_gamma_refit,1
0.9998554913294798,15,0.004985500416197256,94.90186444648508,2.0,0.004499417595324875,75.89906830677546,-9.749930404040485,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",130.0,core_wsd,1,0,400,wsdcon_18.csv,WSD-con 18e-5,median_c_beta_gamma_refit,1
0.0,15,0.004076673198853499,-42.86084846290535,21840.0,0.004076673198853499,-42.86084846290535,0.0,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",256.0,extra_control,1,0,400,cosine_24000.csv,Cosine 24k,median_c_beta_gamma_refit,0
1.0,15,0.004313654783892219,156.7923469108589,0.0,0.004313654783892219,156.7923469108589,0.0,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",128.0,extra_control,1,0,400,constant_24000.csv,Constant 24k,median_c_beta_gamma_refit,0
1.0,15,0.005296940957296202,28.621291942526472,0.0,0.005296940957296202,28.621291942526472,0.0,"C,beta,gamma shared by cosine-only cross-scale median; L0,A,alpha,B refit per scale",128.0,extra_control,1,0,400,constant_72000.csv,Constant 72k,median_c_beta_gamma_refit,0
