config_id,extra_center,extra_tau,extra_time_power,extra_width,mean_delta,median_delta,nonharm,rows,shrink_gates,target_mean_delta,target_worst_delta,wins,worst_delta
257,0.15,0.03,1.0,0.08,-37.872461356800045,-40.477293275340145,15,15,1,-17.50368260455452,-11.808922231711206,15,-11.808922231711206
6,0.1,0.03,0.0,0.03,-37.87242167574604,-40.477293275340145,15,15,0,-17.5034841992845,-11.704311938980915,15,-11.704311938980915
913,0.4,0.003,1.0,0.03,-37.872388123445084,-40.477293275340145,15,15,1,-17.50331643777972,-11.820779002017822,15,-11.820779002017822
1178,0.5,0.1,0.0,0.1,-37.87233927209421,-40.477293275340145,15,15,0,-17.503072181025377,-11.620457578361131,15,-11.620457578361131
374,0.2,0.01,1.0,0.03,-37.8723109143498,-40.477293275340145,15,15,0,-17.50293039230331,-11.727124478574192,15,-11.727124478574192
371,0.2,0.001,1.0,0.03,-37.872006868578005,-40.477293275340145,15,15,1,-17.501410163444337,-11.817817897078942,15,-11.817817897078942
357,0.15,0.03,2.0,0.25,-37.87197994556209,-40.477293275340145,15,15,1,-17.50127554836477,-11.809337130367803,15,-11.809337130367803
498,0.2,0.1,1.0,0.15,-37.87194062673936,-40.477293275340145,15,15,0,-17.501078954251096,-11.669260101137901,15,-11.669260101137901
381,0.2,0.001,2.0,0.03,-37.87185184406416,-40.477293275340145,15,15,1,-17.500635040875128,-11.819590763245857,15,-11.819590763245857
362,0.2,0.003,0.0,0.03,-37.87181486610067,-40.477293275340145,15,15,0,-17.500450151057695,-11.716229627733654,15,-11.716229627733654
1249,0.5,0.1,1.0,0.25,-37.87174560238832,-40.477293275340145,15,15,1,-17.500103832495924,-11.62725680938841,15,-11.62725680938841
373,0.2,0.003,1.0,0.03,-37.87171644907787,-40.477293275340145,15,15,1,-17.49995806594368,-11.817426183215629,15,-11.817426183215629
