adiabatic_factor,amplitude_scale,base_mae,corr_mae,delta_pct,effective_tau_steps,fitted_residual_params,group,nonharm,scale,test_curve,test_label,uses_target_loss,win
0.9998554913294798,2.0,0.0013816404339982303,0.0014336586695024114,3.7649618688162745,130.0,0,core_wsd,0,100,wsdcon_18.csv,WSD-con 18e-5,0,0
0.0,2.0,0.0032781062167547585,0.0032781062167547585,0.0,256.0,0,extra_control,1,100,cosine_24000.csv,Cosine 24k,0,0
0.0,2.0,0.001848699219840022,0.001848699219840022,0.0,128.0,0,extra_control,1,100,constant_24000.csv,Constant 24k,0,0
0.0,2.0,0.004776169698442608,0.004776169698442608,0.0,128.0,0,extra_control,1,100,constant_72000.csv,Constant 72k,0,0
0.8168498168498168,2.0,0.004701998914275349,0.0034054009082968213,-27.57546374674894,256.0,0,core_wsd,1,400,wsd_20000_24000.csv,WSD sharp,0,1
0.8168498168498168,2.0,0.0038535563963712593,0.0025030597760872584,-35.04546142248521,256.0,0,core_wsd,1,400,wsdld_20000_24000.csv,WSD linear,0,1
0.9998554913294798,2.0,0.008173606778800102,0.007051113601883201,-13.733143853070029,130.0,0,core_wsd,1,400,wsdcon_3.csv,WSD-con 3e-5,0,1
0.9998554913294798,2.0,0.006687305974578527,0.006188176092352515,-7.4638409566338275,130.0,0,core_wsd,1,400,wsdcon_9.csv,WSD-con 9e-5,0,1
0.9998554913294798,2.0,0.0025579541942073844,0.0024758118657659633,-3.2112509531029287,130.0,0,core_wsd,1,400,wsdcon_18.csv,WSD-con 18e-5,0,1
0.0,2.0,0.007134640765897494,0.007134640765897494,0.0,256.0,0,extra_control,1,400,cosine_24000.csv,Cosine 24k,0,0
0.0,2.0,0.001679822173746335,0.001679822173746335,0.0,128.0,0,extra_control,1,400,constant_24000.csv,Constant 24k,0,0
0.0,2.0,0.004118245803084534,0.004118245803084534,0.0,128.0,0,extra_control,1,400,constant_72000.csv,Constant 72k,0,0
