mode,tau,scale,train,test,kappa,delta_pct,win,corr_mae
probe9_to_wsd,1536,25,wsdcon_9.csv,wsd_20000_24000.csv,0.012989699498744147,-18.765936792040506,1,0.002768770307494791
probe9_to_wsd,1536,25,wsdcon_9.csv,wsdld_20000_24000.csv,0.012989699498744147,-16.770102980094272,1,0.002610169075894502
probe9_to_wsd,1536,100,wsdcon_9.csv,wsd_20000_24000.csv,0.010296651554581012,-13.448101262337797,1,0.0032440262028835187
probe9_to_wsd,1536,100,wsdcon_9.csv,wsdld_20000_24000.csv,0.010296651554581012,-12.759003773399524,1,0.002833861267921897
probe9_to_wsd,1536,400,wsdcon_9.csv,wsd_20000_24000.csv,0.021185485931386503,-22.181527063009355,1,0.0036590237526029565
probe9_to_wsd,1536,400,wsdcon_9.csv,wsdld_20000_24000.csv,0.021185485931386503,-22.248145801490328,1,0.0029962115507639253
self_fit,1792,25,cosine_72000.csv,cosine_72000.csv,0.2978852902372649,-84.04692978633169,1,0.001187761441065231
self_fit,1792,25,wsd_20000_24000.csv,wsd_20000_24000.csv,0.02678704871477818,-36.635099601757915,1,0.0021597202925930617
self_fit,1792,25,wsdld_20000_24000.csv,wsdld_20000_24000.csv,0.026749719504404086,-35.56489955641868,1,0.0020207463015335415
self_fit,1792,25,wsdcon_3.csv,wsdcon_3.csv,0.02462475638144274,-55.54122316618941,1,0.0019949487399734812
self_fit,1792,25,wsdcon_9.csv,wsdcon_9.csv,0.011451762108940569,-14.71834095988921,1,0.0024957530587502545
self_fit,1792,25,wsdcon_18.csv,wsdcon_18.csv,0.021583552080845145,-42.95213322766147,1,0.0014289457842108888
self_fit,1792,100,cosine_72000.csv,cosine_72000.csv,0.3179143417652537,-87.53283080406236,1,0.0009057559965337411
self_fit,1792,100,wsd_20000_24000.csv,wsd_20000_24000.csv,0.042283300218015255,-51.857007022936806,1,0.001804433328218498
self_fit,1792,100,wsdld_20000_24000.csv,wsdld_20000_24000.csv,0.04106037200589658,-51.150745376239115,1,0.0015867770501561695
self_fit,1792,100,wsdcon_3.csv,wsdcon_3.csv,0.03222176632280497,-42.68409875763659,1,0.003249467552626106
self_fit,1792,100,wsdcon_9.csv,wsdcon_9.csv,0.007786272958856647,-1.4321207480660125,1,0.00486395363665575
self_fit,1792,100,wsdcon_18.csv,wsdcon_18.csv,0.006991040138961137,3.843890434394037,0,0.0014347491784784086
self_fit,1792,400,cosine_72000.csv,cosine_72000.csv,0.21100708299700577,-43.757494882058666,1,0.0031566753012746344
self_fit,1792,400,wsd_20000_24000.csv,wsd_20000_24000.csv,0.056754220362254235,-53.003063362054824,1,0.0022097954504588556
self_fit,1792,400,wsdld_20000_24000.csv,wsdld_20000_24000.csv,0.05297077197079781,-50.51904818872852,1,0.0019067763835086324
self_fit,1792,400,wsdcon_3.csv,wsdcon_3.csv,0.05106374925337775,-55.24941511537384,1,0.0036577368396824976
self_fit,1792,400,wsdcon_9.csv,wsdcon_9.csv,0.017591292405135663,-1.9004332010424174,1,0.006560218191582344
self_fit,1792,400,wsdcon_18.csv,wsdcon_18.csv,0.008456972843507984,2.7002294160237916,0,0.0026270248258077867
probe_to_wsd,1792,25,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsd_20000_24000.csv,0.019870400298140228,-31.571163570851567,1,0.002332318771208283
probe_to_wsd,1792,25,wsdcon_3.csv+wsdcon_9.csv+wsdcon_18.csv,wsdld_20000_24000.csv,0.019870400298140228,-27.856712521567452,1,0.00226248241019132
