base_mae,basis_dim,coef,corr_mae,delta_pct,denominator,fit_start,group,lambda,lambda_rule,locality,locality_factor,n_cal,nonharm,projection,q_rule,ridge,role,source_dot,source_full_norm,source_perp_norm,source_retention,target_density_projection,target_drop_total,target_effective_drop_count,target_post_warmup_horizon,target_q2,target_qinf,target_support_projection,target_support_span,test_curve,test_label,test_scale,train_scale,variant,win
0.0025579541942073844,4,0.0186012135954047,0.0024773071362512895,-3.1527952352987443,0.0020400885888890905,8000,core_wsd,18.05070782708191,halflife,support_projection,0.9998554913294798,500,1,mpl_ld4,q2,0.002,current_formula,3.7948123595473736e-05,0.1697216607782859,0.006331555013508949,0.0013917019116719191,0.9999277456647405,0.00011999999999999996,1.0,13840.0,1.0,1.0,0.9998554913294798,2.0,wsdcon_18.csv,WSD-con 18e-5,400,25,current_with_mplld_projection,1
0.007134640765897494,4,0.04739143241165039,0.007134640765897494,0.0,0.0021727006812692472,8000,extra_control,9.02560883338251,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00010296739748711828,0.3418487165194955,0.013141563121229048,0.0014778356654925582,0.18943053784924493,0.00026999999860331564,17702.83705337249,21840.0,5.648812091446634e-05,7.192290886014244e-05,0.0,21840.0,cosine_24000.csv,Cosine 24k,400,25,current_with_mplld_projection,0
0.001679822173746335,4,0.047393104006591434,0.001679822173746335,0.0,0.002172711400767273,8000,extra_control,9.025353913540956,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00010297153739287033,0.34185844500004126,0.013141970962046482,0.0014778432790477976,0.0,0.0,0.0,21840.0,0.0,0.0,0.0,0.0,constant_24000.csv,Constant 24k,400,25,current_with_mplld_projection,0
0.004118245803084534,4,0.047393104006591434,0.004118245803084534,0.0,0.002172711400767273,8000,extra_control,9.025353913540956,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00010297153739287033,0.34185844500004126,0.013141970962046482,0.0014778432790477976,0.0,0.0,0.0,69840.0,0.0,0.0,0.0,0.0,constant_72000.csv,Constant 72k,400,25,current_with_mplld_projection,0
0.003408385839825258,4,0.08194692666912794,0.002739883475356151,-19.613459152951407,0.0021471348197195125,8000,core_wsd,9.026941864314445,halflife,support_projection,0.8168498168498168,500,1,mpl_ld4,q2,0.002,current_formula,0.00017595109962028612,0.3417978531056059,0.012129914250295117,0.001259438022214419,0.8698569499653173,0.0002699827256403192,2842.3242127574727,21840.0,0.00035182474803951123,0.0006394638242375368,0.8168498168498168,4000.0,wsd_20000_24000.csv,WSD sharp,25,100,current_with_mplld_projection,1
0.0031360955249893426,4,0.08195208763827826,0.0023753234894658055,-24.258573422316985,0.002147151519614495,8000,core_wsd,9.026482506002322,halflife,support_projection,0.8168498168498168,500,1,mpl_ld4,q2,0.002,current_formula,0.00017596354950810943,0.34181537879017754,0.012130602607228346,0.0012594518091337912,0.8168956043956048,0.00026993249999999997,3998.9999999999995,21840.0,0.00025006251562890725,0.00025006251562922964,0.8168498168498168,4000.0,wsdld_20000_24000.csv,WSD linear,25,100,current_with_mplld_projection,1
0.004487187642230267,4,0.03271892621544682,0.0025779438016060286,-42.548785405267495,0.0020340057005119217,8000,core_wsd,18.05070782708191,halflife,support_projection,0.9998554913294798,500,1,mpl_ld4,q2,0.002,current_formula,6.655048243684779e-05,0.1697216607782859,0.00583144068922264,0.0011805304133082875,0.9999277456647405,0.00026999999999999995,1.0,13840.0,1.0,1.0,0.9998554913294798,2.0,wsdcon_3.csv,WSD-con 3e-5,25,100,current_with_mplld_projection,1
0.002926482771138891,4,0.03271892621544682,0.0023677311423525174,-19.092940997186382,0.0020340057005119217,8000,core_wsd,18.05070782708191,halflife,support_projection,0.9998554913294798,500,1,mpl_ld4,q2,0.002,current_formula,6.655048243684779e-05,0.1697216607782859,0.00583144068922264,0.0011805304133082875,0.9999277456647405,0.00020999999999999995,1.0,13840.0,1.0,1.0,0.9998554913294798,2.0,wsdcon_9.csv,WSD-con 9e-5,25,100,current_with_mplld_projection,1
0.002504818961791151,4,0.03271892621544682,0.0021547245602291936,-13.976834529854054,0.0020340057005119217,8000,core_wsd,18.05070782708191,halflife,support_projection,0.9998554913294798,500,1,mpl_ld4,q2,0.002,current_formula,6.655048243684779e-05,0.1697216607782859,0.00583144068922264,0.0011805304133082875,0.9999277456647405,0.00011999999999999996,1.0,13840.0,1.0,1.0,0.9998554913294798,2.0,wsdcon_18.csv,WSD-con 18e-5,25,100,current_with_mplld_projection,1
0.004428106847791531,4,0.08196190486713748,0.004428106847791531,0.0,0.002147183289787389,8000,extra_control,9.02560883338251,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00017598723252986126,0.3418487165194955,0.01213191204169355,0.0012594780368771032,0.18943053784924493,0.00026999999860331564,17702.83705337249,21840.0,5.648812091446634e-05,7.192290886014244e-05,0.0,21840.0,cosine_24000.csv,Cosine 24k,25,100,current_with_mplld_projection,0
0.003761619732988638,4,0.08196476967207476,0.003761619732988638,0.0,0.002147192561639977,8000,extra_control,9.025353913540956,halflife,support_projection,0.0,500,1,mpl_ld4,q2,0.002,current_formula,0.00017599414375641292,0.34185844500004126,0.012132294162275214,0.0012594856910377646,0.0,0.0,0.0,21840.0,0.0,0.0,0.0,0.0,constant_24000.csv,Constant 24k,25,100,current_with_mplld_projection,0
