curve,geometry_delta_pct,geometry_kappa,geometry_minus_table_delta,geometry_tau,geometry_tau_mae,label,mpl_mae,route,scale,table_delta_pct,table_kappa,table_tau,table_tau_mae,train_curves,uses_target_residual
constant_72000.csv,0.0,0.0,0.0,0.0,0.004776169698442608,Constant 72k,0.004776169698442608,no_lr_drop,100,0.0,0.0,0.0,0.004776169698442608,none,0
cosine_72000.csv,-24.654723133216805,0.020647941159521073,0.0,8192.0,0.004228840341558729,Cosine,0.005612615040270773,smooth_decay,400,-24.654723133216805,0.020647941159521073,8192.0,0.004228840341558729,wsdcon_3,0
wsd_20000_24000.csv,-62.921595937014885,0.035615078964422314,0.1697904660943328,4998.75,0.001743426156472187,WSD sharp,0.004701998914275349,finite_tail,400,-62.98444482068126,0.03539944906810893,5120.0,0.0017404710026445599,wsdld_20000_24000,0
wsdld_20000_24000.csv,-54.62318453440492,0.03719743441702377,0.18896114677180442,4998.75,0.001748621174844022,WSD linear,0.0038535563963712593,finite_tail,400,-54.70876736697537,0.03694554593362135,5120.0,0.0017453231921253076,wsd_20000_24000,0
wsdcon_3.csv,-58.26155903742578,0.06008455401630307,0.0,1535.9999999999993,0.0034115360398824447,WSD-con 3e-5,0.008173606778800102,full_step_drop,400,-58.26155903742578,0.06008455401630307,1536.0,0.0034115360398824447,wsd_20000_24000+wsdld_20000_24000,0
wsdcon_9.csv,-10.33011422722021,0.05640839475448224,-1.4102418163148278,733.1839999999999,0.005996499628680844,WSD-con 9e-5,0.006687305974578527,medium_step_drop,400,-9.04746352484862,0.056161019345171766,768.0,0.006082274405733512,wsdcon_3+wsdcon_18,0
wsdcon_18.csv,-7.030977928538551,0.039003369467519484,0.0,512.0,0.002378104999390537,WSD-con 18e-5,0.0025579541942073844,weak_step_drop,400,-7.030977928538551,0.039003369467519484,512.0,0.002378104999390537,wsdcon_9,0
cosine_24000.csv,0.0,0.0,0.0,0.0,0.007134640765897494,Cosine 24k,0.007134640765897494,short_smooth_no_transfer,400,0.0,0.0,0.0,0.007134640765897494,none,0
constant_24000.csv,0.0,0.0,0.0,0.0,0.001679822173746335,Constant 24k,0.001679822173746335,no_lr_drop,400,0.0,0.0,0.0,0.001679822173746335,none,0
constant_72000.csv,0.0,0.0,0.0,0.0,0.004118245803084534,Constant 72k,0.004118245803084534,no_lr_drop,400,0.0,0.0,0.0,0.004118245803084534,none,0
