step,linear_pred_loss,optimized_pred_loss
22191,2.6153752931765304,2.603206614855523
22291,2.6146232819760513,2.5975595706586967
22392,2.6138692764228444,2.5919359056509133
22492,2.613128206175341,2.5864607808003743
22593,2.6123852509771472,2.5814559502310597
22693,2.6116551263550556,2.5766949746505845
22794,2.610923235998287,2.5719881076617708
22894,2.6102040816100183,2.567503656089182
22994,2.6094904011128217,2.5635014678439223
23095,2.608775155091424,2.559629830429602
23195,2.608072525055185,2.555904466978828
23296,2.607368480565499,2.5523714997289813
23396,2.60667698893203,2.5492341310754876
23496,2.6059910816462555,2.5462444914632303
23597,2.605304018922684,2.5433460033359623
23697,2.604629446068142,2.541349940215678
23798,2.6039539181220497,2.5403181423554235
23898,2.603290864184765,2.539578150681427
23999,2.60262708346353,2.5389739954557635
