delta_pct,kappa,method,scale,target_factor,target_retention,test_curve,test_label,train_curve,train_label,win
-4.808270648528978,0.006725602475758705,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.24367405422491062,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
-12.140955133197417,0.006725602475758705,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.520084044338764,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
-5.493813251332358,0.006725602475758705,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.7093385120550632,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
-1.5499407524243725,0.009914506199782415,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.0193948960046347,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
-8.193582909733122,0.009914506199782415,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.19560070632069068,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
-6.803195076709234,0.009914506199782415,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.2460170141173665,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
-5.309824428120913,0.009914506199782415,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
-9.347859036348128,0.009914506199782415,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
-2.047910711600709,0.01521201147061758,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.01949860601860202,cosine_72000.csv,Cosine,wsdcon_3.csv,WSD-con 3e-5,1
-10.106244968623468,0.01521201147061758,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.1934498952473633,wsd_20000_24000.csv,WSD sharp,wsdcon_3.csv,WSD-con 3e-5,1
-8.859663748744573,0.01521201147061758,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.24470286758072735,wsdld_20000_24000.csv,WSD linear,wsdcon_3.csv,WSD-con 3e-5,1
-5.701740910810072,0.01521201147061758,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.5584955389588916,wsdcon_9.csv,WSD-con 9e-5,wsdcon_3.csv,WSD-con 3e-5,1
-4.59224298800468,0.01521201147061758,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,wsdcon_3.csv,WSD-con 3e-5,1
-1.0679879778000445,0.006998725388320618,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.0193948960046347,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
-6.39775946022767,0.006998725388320618,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.19363028951346634,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
-5.003531800023975,0.006998725388320618,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.24367405422491062,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
-22.778859937148045,0.006998725388320618,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.24303548473632608,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
-5.7169139001861495,0.006998725388320618,nextgen_safe_rho0p5_Rtarget0p01,25,1.0,0.7093385120550632,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
-1.5662007667402111,0.01001851663533715,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.0193948960046347,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
-8.279539598853258,0.01001851663533715,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.19560070632069068,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
-6.874565578561109,0.01001851663533715,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.2460170141173665,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
-16.413539904449202,0.01001851663533715,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
-9.428645570719196,0.01001851663533715,nextgen_safe_rho0p5_Rtarget0p01,100,1.0,0.7413329414952441,wsdcon_18.csv,WSD-con 18e-5,wsdcon_9.csv,WSD-con 9e-5,1
-2.305117619903041,0.017176311666961347,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.01949860601860202,cosine_72000.csv,Cosine,wsdcon_9.csv,WSD-con 9e-5,1
-11.411246546785126,0.017176311666961347,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.1934498952473633,wsd_20000_24000.csv,WSD sharp,wsdcon_9.csv,WSD-con 9e-5,1
-10.003696493842828,0.017176311666961347,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.24470286758072735,wsdld_20000_24000.csv,WSD linear,wsdcon_9.csv,WSD-con 9e-5,1
-24.823723775239483,0.017176311666961347,nextgen_safe_rho0p5_Rtarget0p01,400,1.0,0.2610431617090627,wsdcon_3.csv,WSD-con 3e-5,wsdcon_9.csv,WSD-con 9e-5,1
