base_kappa,candidate,kappa,pooled_retention,rho,scale,selected_lambda,shrink,train_id,train_label,train_size
0.05442078924432002,train_size_rho0p35,0.04031169573653334,0.24470286758072735,0.35,400,0.025,0.7407407407407407,wsdld_20000_24000.csv,WSD linear,1
0.05442078924432002,train_size_rho0p5,0.03628052616288001,0.24470286758072735,0.5,400,0.025,0.6666666666666666,wsdld_20000_24000.csv,WSD linear,1
0.05442078924432002,train_size_rho0p75,0.031097593853897154,0.24470286758072735,0.75,400,0.025,0.5714285714285714,wsdld_20000_24000.csv,WSD linear,1
0.05442078924432002,train_size_rho1p0,0.02721039462216001,0.24470286758072735,1.0,400,0.025,0.5,wsdld_20000_24000.csv,WSD linear,1
0.05442078924432002,train_selected_rho,0.03628052616288001,0.24470286758072735,0.5,400,0.025,0.6666666666666666,wsdld_20000_24000.csv,WSD linear,1
0.010088403713638058,none,0.010088403713638058,0.24303548473632608,0.0,25,0.025,1.0,wsdcon_3.csv,WSD-con 3e-5,1
0.010088403713638058,constant_0p85,0.008575143156592349,0.24303548473632608,0.0,25,0.025,0.85,wsdcon_3.csv,WSD-con 3e-5,1
0.010088403713638058,train_size_rho0p25,0.008070722970910446,0.24303548473632608,0.25,25,0.025,0.8,wsdcon_3.csv,WSD-con 3e-5,1
0.010088403713638058,train_size_rho0p35,0.007472891639731894,0.24303548473632608,0.35,25,0.025,0.7407407407407407,wsdcon_3.csv,WSD-con 3e-5,1
0.010088403713638058,train_size_rho0p5,0.006725602475758705,0.24303548473632608,0.5,25,0.025,0.6666666666666666,wsdcon_3.csv,WSD-con 3e-5,1
0.010088403713638058,train_size_rho0p75,0.00576480212207889,0.24303548473632608,0.75,25,0.025,0.5714285714285714,wsdcon_3.csv,WSD-con 3e-5,1
0.010088403713638058,train_size_rho1p0,0.005044201856819029,0.24303548473632608,1.0,25,0.025,0.5,wsdcon_3.csv,WSD-con 3e-5,1
0.010088403713638058,train_selected_rho,0.006725602475758705,0.24303548473632608,0.5,25,0.025,0.6666666666666666,wsdcon_3.csv,WSD-con 3e-5,1
0.014871759299673623,none,0.014871759299673623,0.2610431617090627,0.0,100,0.025,1.0,wsdcon_3.csv,WSD-con 3e-5,1
0.014871759299673623,constant_0p85,0.012640995404722579,0.2610431617090627,0.0,100,0.025,0.85,wsdcon_3.csv,WSD-con 3e-5,1
0.014871759299673623,train_size_rho0p25,0.011897407439738899,0.2610431617090627,0.25,100,0.025,0.8,wsdcon_3.csv,WSD-con 3e-5,1
0.014871759299673623,train_size_rho0p35,0.011016117999758239,0.2610431617090627,0.35,100,0.025,0.7407407407407407,wsdcon_3.csv,WSD-con 3e-5,1
0.014871759299673623,train_size_rho0p5,0.009914506199782415,0.2610431617090627,0.5,100,0.025,0.6666666666666666,wsdcon_3.csv,WSD-con 3e-5,1
0.014871759299673623,train_size_rho0p75,0.00849814817124207,0.2610431617090627,0.75,100,0.025,0.5714285714285714,wsdcon_3.csv,WSD-con 3e-5,1
