adiabatic_factor,backbone_train,base_mae,base_vs_official_baseline_pct,cooldown_support_span,corr_mae,corr_vs_official_baseline_pct,delta_obs,delta_vs_own_baseline_pct,effective_tau_steps,group,nonharm_vs_own_baseline,protocol,scale,test_curve,test_label,win_vs_own_baseline
0.9998554913294798,cosine_24000+cosine_72000,0.0062566970131816045,26.791783347516418,2.0,0.005545622083695087,12.381870543147077,128.0,-11.365021000512332,130.0,core_wsd,1,cosine_only,100,wsdcon_9.csv,WSD-con 9e-5,1
0.9998554913294798,cosine_24000+cosine_72000,0.0026712241180200675,93.33714129153006,2.0,0.0022647845479968646,63.919967327748715,128.0,-15.215479947240784,130.0,core_wsd,1,cosine_only,100,wsdcon_18.csv,WSD-con 18e-5,1
0.0,cosine_24000+cosine_72000,0.003600787534433194,9.843528438132253,21840.0,0.003600787534433194,9.843528438132253,128.0,0.0,256.0,extra_control,1,cosine_only,100,cosine_24000.csv,Cosine 24k,0
1.0,cosine_24000+cosine_72000,0.0031561208930564913,70.72116757476685,0.0,0.0031561208930564913,70.72116757476685,128.0,0.0,128.0,extra_control,1,cosine_only,100,constant_24000.csv,Constant 24k,0
1.0,cosine_24000+cosine_72000,0.005553172100074478,16.268316468848077,0.0,0.005553172100074478,16.268316468848077,128.0,0.0,128.0,extra_control,1,cosine_only,100,constant_72000.csv,Constant 72k,0
0.8168498168498168,official_public_split,0.004701998914275349,0.0,4000.0,0.00377928904440882,-19.623778879768906,128.0,-19.623778879768906,256.0,core_wsd,1,frozen_official,400,wsd_20000_24000.csv,WSD sharp,1
0.8168498168498168,official_public_split,0.0038535563963712593,0.0,4000.0,0.002987769755480256,-22.467210852455153,128.0,-22.467210852455153,256.0,core_wsd,1,frozen_official,400,wsdld_20000_24000.csv,WSD linear,1
0.9998554913294798,official_public_split,0.008173606778800102,0.0,2.0,0.007432257528230927,-9.070038119426227,128.0,-9.070038119426227,130.0,core_wsd,1,frozen_official,400,wsdcon_3.csv,WSD-con 3e-5,1
0.9998554913294798,official_public_split,0.006687305974578527,0.0,2.0,0.006131286705620363,-8.314548056748784,128.0,-8.314548056748784,130.0,core_wsd,1,frozen_official,400,wsdcon_9.csv,WSD-con 9e-5,1
0.9998554913294798,official_public_split,0.0025579541942073844,0.0,2.0,0.002296486768436446,-10.22173994995863,128.0,-10.22173994995863,130.0,core_wsd,1,frozen_official,400,wsdcon_18.csv,WSD-con 18e-5,1
0.0,official_public_split,0.007134640765897494,0.0,21840.0,0.007134640765897494,0.0,128.0,0.0,256.0,extra_control,1,frozen_official,400,cosine_24000.csv,Cosine 24k,0
1.0,official_public_split,0.001679822173746335,0.0,0.0,0.001679822173746335,0.0,128.0,0.0,128.0,extra_control,1,frozen_official,400,constant_24000.csv,Constant 24k,0
1.0,official_public_split,0.004118245803084534,0.0,0.0,0.004118245803084534,0.0,128.0,0.0,128.0,extra_control,1,frozen_official,400,constant_72000.csv,Constant 72k,0
0.8168498168498168,cosine_24000+cosine_72000,0.007276453411883992,54.75234138809677,4000.0,0.006323795753825737,34.49164640652267,128.0,-13.092335017253909,256.0,core_wsd,1,cosine_only,400,wsd_20000_24000.csv,WSD sharp,1
0.8168498168498168,cosine_24000+cosine_72000,0.006065618893503333,57.403143216356845,4000.0,0.005219189111768301,35.43824392145925,128.0,-13.954549347661994,256.0,core_wsd,1,cosine_only,400,wsdld_20000_24000.csv,WSD linear,1
0.9998554913294798,cosine_24000+cosine_72000,0.015378430871178581,88.14742729079703,2.0,0.014394940938005444,76.11491875706116,128.0,-6.39525541592374,130.0,core_wsd,1,cosine_only,400,wsdcon_3.csv,WSD-con 3e-5,1
0.9998554913294798,cosine_24000+cosine_72000,0.009032886016726277,35.07511172756801,2.0,0.008260192319938086,23.52047822155605,128.0,-8.554228353567028,130.0,core_wsd,1,cosine_only,400,wsdcon_9.csv,WSD-con 9e-5,1
0.9998554913294798,cosine_24000+cosine_72000,0.004868849724276598,90.34155245243845,2.0,0.0044241571091859526,72.95685431759014,128.0,-9.133422477045471,130.0,core_wsd,1,cosine_only,400,wsdcon_18.csv,WSD-con 18e-5,1
0.0,cosine_24000+cosine_72000,0.004080041878722079,-42.81363263271694,21840.0,0.004080041878722079,-42.81363263271694,128.0,0.0,256.0,extra_control,1,cosine_only,400,cosine_24000.csv,Cosine 24k,0
1.0,cosine_24000+cosine_72000,0.00429385526447914,155.61367932791336,0.0,0.00429385526447914,155.61367932791336,128.0,0.0,128.0,extra_control,1,cosine_only,400,constant_24000.csv,Constant 24k,0
1.0,cosine_24000+cosine_72000,0.005271487961028003,28.003237618300968,0.0,0.005271487961028003,28.003237618300968,128.0,0.0,128.0,extra_control,1,cosine_only,400,constant_72000.csv,Constant 72k,0
