all_mean_delta_pct,all_mean_factor,all_non_harm_cells,all_tests,all_wins,all_worst_delta_pct,extra_holdout_mean_delta_pct,extra_holdout_mean_factor,extra_holdout_non_harm_cells,extra_holdout_tests,extra_holdout_wins,extra_holdout_worst_delta_pct,main_matrix_mean_delta_pct,main_matrix_mean_factor,main_matrix_non_harm_cells,main_matrix_tests,main_matrix_wins,main_matrix_worst_delta_pct,threshold
-5.878614925344323,0.489247311827957,1116,1116,546,0.0,0.0,0.0,558,558,0,0.0,-11.757229850688645,0.978494623655914,558,558,546,0.0,0.014797272403
-5.878614925344323,0.489247311827957,1116,1116,546,0.0,0.0,0.0,558,558,0,0.0,-11.757229850688645,0.978494623655914,558,558,546,0.0,0.014870360494
-5.864325889727884,0.4838709677419355,1116,1116,540,0.0,0.0,0.0,558,558,0,0.0,-11.72865177945577,0.967741935483871,558,558,540,0.0,0.014870362494
-5.864325889727884,0.4838709677419355,1116,1116,540,0.0,0.0,0.0,558,558,0,0.0,-11.72865177945577,0.967741935483871,558,558,540,0.0,0.015
-5.864325889727884,0.4838709677419355,1116,1116,540,0.0,0.0,0.0,558,558,0,0.0,-11.72865177945577,0.967741935483871,558,558,540,0.0,0.01685315633
-5.860722576906641,0.482078853046595,1116,1116,538,0.0,0.0,0.0,558,558,0,0.0,-11.721445153813281,0.96415770609319,558,558,538,0.0,0.01685315833
-5.860722576906641,0.482078853046595,1116,1116,538,0.0,0.0,0.0,558,558,0,0.0,-11.721445153813281,0.96415770609319,558,558,538,0.0,0.016939484786
-5.857762936791065,0.48118279569892475,1116,1116,537,0.0,0.0,0.0,558,558,0,0.0,-11.71552587358213,0.9623655913978495,558,558,537,0.0,0.016939486786
-5.857762936791065,0.48118279569892475,1116,1116,537,0.0,0.0,0.0,558,558,0,0.0,-11.71552587358213,0.9623655913978495,558,558,537,0.0,0.018289176362
-5.854168515695844,0.47939068100358423,1116,1116,535,0.0,0.0,0.0,558,558,0,0.0,-11.70833703139169,0.9587813620071685,558,558,535,0.0,0.018289178362
-5.854168515695844,0.47939068100358423,1116,1116,535,0.0,0.0,0.0,558,558,0,0.0,-11.70833703139169,0.9587813620071685,558,558,535,0.0,0.018385215213
-5.850965430368712,0.478494623655914,1116,1116,534,0.0,0.0,0.0,558,558,0,0.0,-11.701930860737424,0.956989247311828,558,558,534,0.0,0.018385217213
-5.850965430368712,0.478494623655914,1116,1116,534,0.0,0.0,0.0,558,558,0,0.0,-11.701930860737424,0.956989247311828,558,558,534,0.0,0.019394895005
-5.827918882294183,0.4659498207885305,1116,1116,520,0.0,0.0,0.0,558,558,0,0.0,-11.655837764588366,0.931899641577061,558,558,520,0.0,0.019394897005
-5.827918882294183,0.4659498207885305,1116,1116,520,0.0,0.0,0.0,558,558,0,0.0,-11.655837764588366,0.931899641577061,558,558,520,0.0,0.019498605019
-5.808423290481353,0.4596774193548387,1116,1116,513,0.0,0.0,0.0,558,558,0,0.0,-11.616846580962706,0.9193548387096774,558,558,513,0.0,0.019498607019
-5.808423290481353,0.4596774193548387,1116,1116,513,0.0,0.0,0.0,558,558,0,0.0,-11.616846580962706,0.9193548387096774,558,558,513,0.0,0.02
-5.808423290481353,0.4596774193548387,1116,1116,513,0.0,0.0,0.0,558,558,0,0.0,-11.616846580962706,0.9193548387096774,558,558,513,0.0,0.020300775579
-5.751416958542554,0.43100358422939067,1116,1116,481,0.0,0.0,0.0,558,558,0,0.0,-11.502833917085107,0.8620071684587813,558,558,481,0.0,0.020300777579
-5.751416958542554,0.43100358422939067,1116,1116,481,0.0,0.0,0.0,558,558,0,0.0,-11.502833917085107,0.8620071684587813,558,558,481,0.0,0.020410827946
-5.704371974267985,0.4166666666666667,1116,1116,465,0.0,0.0,0.0,558,558,0,0.0,-11.40874394853597,0.8333333333333334,558,558,465,0.0,0.020410829946
-5.704371974267985,0.4166666666666667,1116,1116,465,0.0,0.0,0.0,558,558,0,0.0,-11.40874394853597,0.8333333333333334,558,558,465,0.0,0.05
-5.704371974267985,0.4166666666666667,1116,1116,465,0.0,0.0,0.0,558,558,0,0.0,-11.40874394853597,0.8333333333333334,558,558,465,0.0,0.1
-5.704371974267985,0.4166666666666667,1116,1116,465,0.0,0.0,0.0,558,558,0,0.0,-11.40874394853597,0.8333333333333334,558,558,465,0.0,0.127387065331
-5.637462249649362,0.40860215053763443,1116,1116,456,0.0,0.0,0.0,558,558,0,0.0,-11.274924499298724,0.8172043010752689,558,558,456,0.0,0.127387067331
-5.637462249649362,0.40860215053763443,1116,1116,456,0.0,0.0,0.0,558,558,0,0.0,-11.274924499298724,0.8172043010752689,558,558,456,0.0,0.127448472106
-5.529679738367833,0.40053763440860213,1116,1116,447,0.0,0.0,0.0,558,558,0,0.0,-11.059359476735665,0.8010752688172043,558,558,447,0.0,0.127448474106
-5.529679738367833,0.40053763440860213,1116,1116,447,0.0,0.0,0.0,558,558,0,0.0,-11.059359476735665,0.8010752688172043,558,558,447,0.0,0.128808736593
-5.449899073436281,0.3924731182795699,1116,1116,438,0.0,0.0,0.0,558,558,0,0.0,-10.899798146872563,0.7849462365591398,558,558,438,0.0,0.128808738593
