scale,split,variant,curve,selected,mae,rmse,mape,r2,huber_log
100,test,pow,cosine_72000.csv,True,0.012916018870937577,0.014876456861252536,0.004409023417791216,0.9901039497313705,0.0021619633322254124
100,test,pow_theta,cosine_72000.csv,False,0.0129522583958513,0.014919837395718123,0.0044214389541429935,0.9900461507704216,0.002168834642370779
100,test,pow,wsd_20000_24000.csv,True,0.0020994280531669903,0.004021046468638541,0.0006888438996277321,0.9993845792296034,7.79749661683846e-05
100,test,pow_theta,wsd_20000_24000.csv,False,0.0021096956944204417,0.004037885467519832,0.0006922662881215837,0.9993794140227155,7.846849075958951e-05
100,test,pow,wsdld_20000_24000.csv,True,0.0017105194132455623,0.003213398991750839,0.0005568147666770222,0.999592940116759,5.6019692653946826e-05
100,test,pow_theta,wsdld_20000_24000.csv,False,0.0017212262989497486,0.0032338938660077285,0.0005603812786184024,0.9995877311491913,5.653546741178363e-05
100,test,pow,wsdcon_3.csv,True,0.002577479142870141,0.0038133731910037524,0.0008163731423674396,0.9995003290341563,5.5295546346361617e-05
100,test,pow_theta,wsdcon_3.csv,False,0.0024957412713891448,0.003671835395114346,0.0007900702371052411,0.9995367324244612,5.237479443955704e-05
100,test,pow,wsdcon_18.csv,True,0.001898392763051483,0.0026015292520452913,0.0006004047689225691,0.9997493829622086,3.2418066018255316e-05
100,test,pow_theta,wsdcon_18.csv,False,0.0019062463725933317,0.002613865823675624,0.0006029401995081483,0.9997470004514922,3.268156943438519e-05
400,train,pow,cosine_24000.csv,True,0.0022149036985760137,0.002524903228625154,0.0007573041014078091,0.9998060364159762,6.047596765547353e-05
400,train,pow_theta,cosine_24000.csv,False,0.002193988038399528,0.0025040827150762707,0.0007497806435706707,0.9998092220991682,5.938955988149727e-05
400,train,pow,constant_24000.csv,True,0.0010211311092996349,0.0018735194543660228,0.0003333516959003761,0.9998578764342726,1.9551166302564777e-05
400,train,pow_theta,constant_24000.csv,False,0.0010223745124349243,0.0018699179782330035,0.00033388685857737855,0.9998584223188197,1.954703995563468e-05
400,train,pow,wsdcon_9.csv,True,0.0018638602485080231,0.002719802732959422,0.0006141224535977058,0.999775222842754,3.116938275890213e-05
400,train,pow_theta,wsdcon_9.csv,False,0.0019488283459322053,0.0028128982384796938,0.0006435618530763222,0.9997595718000798,3.39194927044114e-05
400,test,pow,constant_72000.csv,True,0.005142321485857983,0.006396267629683786,0.0018494567481718014,0.9976375566591129,0.0007780850585025713
400,test,pow_theta,constant_72000.csv,False,0.005158376953109049,0.006416953875815942,0.0018553176177885915,0.9976222511362922,0.0007813775018203867
400,test,pow,cosine_72000.csv,True,0.014094512935056426,0.016121066124549353,0.0052152252512263535,0.98974490368757,0.0025958749033982874
400,test,pow_theta,cosine_72000.csv,False,0.014022829412221867,0.016038290716586377,0.005188501432769961,0.9898499451862207,0.002581257202108031
400,test,pow,wsd_20000_24000.csv,True,0.0036703803544717284,0.007407353561697188,0.001298549560216767,0.9980832079951636,0.00017807022587338034
400,test,pow_theta,wsd_20000_24000.csv,False,0.0036597913863139803,0.007411311637145832,0.0012949505489652838,0.9980811589949926,0.00017768698956513316
400,test,pow,wsdld_20000_24000.csv,True,0.002996014201927861,0.0059597103130707195,0.0010497245379657949,0.9987112350689231,0.00013551736247542601
400,test,pow_theta,wsdld_20000_24000.csv,False,0.00297687783327712,0.005932617797950069,0.0010429893871275958,0.9987229257447144,0.00013455368171511392
400,test,pow,wsdcon_3.csv,True,0.004077623790541054,0.005237758651292451,0.0013830872970491811,0.9991437696517359,0.00010763117178695231
400,test,pow_theta,wsdcon_3.csv,False,0.004598751108098079,0.005909777508530797,0.0015642939759600574,0.9989099613105187,0.0001267853264309347
400,test,pow,wsdcon_18.csv,True,0.003462924952908782,0.004290009132447086,0.00116875387677632,0.999375004352107,8.30347715490909e-05
400,test,pow_theta,wsdcon_18.csv,False,0.003425801160135089,0.004245321465402031,0.001155979489177914,0.9993879572991393,8.176060207522257e-05
