config_id,curvature_lambda,curvature_mode,curvature_tau,mean_delta,mean_step_curvature_coef,mean_step_primary_coef,median_delta,nonharm,rows,shrink_curvature,signed_curvature_coef,wins,worst_delta
745,30.0,abs_diff_drop,0.01,-33.355637971911726,-0.0001757762199491241,0.0691472130956428,-29.5084918638418,15,15,1,1,15,-13.119222235227356
747,30.0,abs_diff_drop,0.01,-33.355637971911726,-0.0001757762199491241,0.0691472130956428,-29.5084918638418,15,15,0,1,15,-13.119222235227356
680,30.0,diff_drop,0.01,-33.35546926012371,0.00015506238856136386,0.06914721324013902,-29.5084918638418,15,15,1,0,15,-13.167802868964085
682,30.0,diff_drop,0.01,-33.35546926012371,0.00015506238856136386,0.06914721324013902,-29.5084918638418,15,15,0,0,15,-13.167802868964085
681,30.0,diff_drop,0.01,-33.35546926012371,0.00015506238856136386,0.06914721324013902,-29.5084918638418,15,15,1,1,15,-13.167802868964085
713,30.0,neg_diff_drop,0.01,-33.35546926012371,-0.00015506238856136386,0.06914721324013902,-29.5084918638418,15,15,1,1,15,-13.167802868964085
683,30.0,diff_drop,0.01,-33.35546926012371,0.00015506238856136386,0.06914721324013902,-29.5084918638418,15,15,0,1,15,-13.167802868964085
715,30.0,neg_diff_drop,0.01,-33.35546926012371,-0.00015506238856136386,0.06914721324013902,-29.5084918638418,15,15,0,1,15,-13.167802868964085
649,30.0,signed_d2_lr,0.01,-33.35546246704122,-0.00015506238856136386,0.06914721324013902,-29.5084918638418,15,15,1,1,15,-13.167786400334759
651,30.0,signed_d2_lr,0.01,-33.35546246704122,-0.00015506238856136386,0.06914721324013902,-29.5084918638418,15,15,0,1,15,-13.167786400334759
369,10.0,abs_diff_drop,0.05,-33.35488180195846,-1.9464777309553206e-05,0.0691472140613963,-29.5084918638418,15,15,1,1,15,-13.144736988462558
371,10.0,abs_diff_drop,0.05,-33.35488180195846,-1.9464777309553206e-05,0.0691472140613963,-29.5084918638418,15,15,0,1,15,-13.144736988462558
808,50.0,diff_drop,0.01,-33.3541980417008,9.427871215056304e-05,0.06914721405433,-29.5084918638418,15,15,1,0,15,-13.163436201994806
810,50.0,diff_drop,0.01,-33.3541980417008,9.427871215056304e-05,0.06914721405433,-29.5084918638418,15,15,0,0,15,-13.163436201994806
809,50.0,diff_drop,0.01,-33.3541980417008,9.427871215056304e-05,0.06914721405433,-29.5084918638418,15,15,1,1,15,-13.163436201994806
841,50.0,neg_diff_drop,0.01,-33.3541980417008,-9.427871215056304e-05,0.06914721405433,-29.5084918638418,15,15,1,1,15,-13.163436201994806
811,50.0,diff_drop,0.01,-33.3541980417008,9.427871215056304e-05,0.06914721405433,-29.5084918638418,15,15,0,1,15,-13.163436201994806
