config_id,curvature_lambda,curvature_mode,curvature_tau,mean_delta,mean_step_curvature_coef,mean_step_primary_coef,median_delta,nonharm,rows,shrink_curvature,signed_curvature_coef,step_fit_start_step,step_lambda,step_max_mode,step_nuisance_lambda,step_rho,wins,worst_delta
12740,20.0,abs_diff_drop,0.001,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12741,20.0,abs_diff_drop,0.003,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12742,20.0,abs_diff_drop,0.01,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12743,20.0,abs_diff_drop,0.03,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12744,30.0,signed_d2_lr,0.001,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12745,30.0,signed_d2_lr,0.003,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12746,30.0,signed_d2_lr,0.01,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12747,30.0,signed_d2_lr,0.03,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12752,30.0,abs_diff_drop,0.001,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12753,30.0,abs_diff_drop,0.003,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12754,30.0,abs_diff_drop,0.01,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12755,30.0,abs_diff_drop,0.03,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12756,50.0,signed_d2_lr,0.001,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12757,50.0,signed_d2_lr,0.003,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12758,50.0,signed_d2_lr,0.01,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12759,50.0,signed_d2_lr,0.03,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12764,50.0,abs_diff_drop,0.001,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12765,50.0,abs_diff_drop,0.003,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12766,50.0,abs_diff_drop,0.01,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
12767,50.0,abs_diff_drop,0.03,-36.18123226227665,0.0,0.041450957482705476,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.289579347448537
11558,20.0,signed_d2_lr,0.01,-36.18087375157173,2.122534837788612e-05,0.0407289044031911,-40.477293275340145,15,15,1,0,3000,20.0,12,0.01,0.35,15,-6.324940542531787
11894,20.0,signed_d2_lr,0.01,-36.18081406027114,2.1191347273182505e-05,0.040727031695389215,-40.477293275340145,15,15,1,0,3000,20.0,16,0.01,0.35,15,-6.324871356092832
13099,50.0,diff_drop,0.03,-36.180594824150305,7.141550285803746e-06,0.04145013657185068,-40.477293275340145,15,15,1,0,3000,20.0,16,0.015,0.75,15,-6.288244377783658
12763,50.0,diff_drop,0.03,-36.18055233933028,7.141538741650613e-06,0.04145095744305345,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.288257456893442
11222,20.0,signed_d2_lr,0.01,-36.180445710440075,2.138095827779439e-05,0.04073717015676194,-40.477293275340145,15,15,1,0,3000,20.0,8,0.01,0.35,15,-6.322188193238776
13087,30.0,diff_drop,0.03,-36.180158873873694,1.1715547278762726e-05,0.04145013650245413,-40.477293275340145,15,15,1,0,3000,20.0,16,0.015,0.75,15,-6.287393807970842
12751,30.0,diff_drop,0.03,-36.18011638903798,1.1715532113868044e-05,0.04145095737365672,-40.477293275340145,15,15,1,0,3000,20.0,12,0.015,0.75,15,-6.287406891384273
12356,4.0,abs_diff_drop,0.001,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12357,4.0,abs_diff_drop,0.003,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12358,4.0,abs_diff_drop,0.01,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12359,4.0,abs_diff_drop,0.03,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12368,7.0,abs_diff_drop,0.001,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12369,7.0,abs_diff_drop,0.003,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12370,7.0,abs_diff_drop,0.01,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12371,7.0,abs_diff_drop,0.03,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12380,10.0,abs_diff_drop,0.001,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12381,10.0,abs_diff_drop,0.003,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12382,10.0,abs_diff_drop,0.01,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12383,10.0,abs_diff_drop,0.03,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12392,14.0,abs_diff_drop,0.001,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12393,14.0,abs_diff_drop,0.003,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12394,14.0,abs_diff_drop,0.01,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12395,14.0,abs_diff_drop,0.03,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12396,20.0,signed_d2_lr,0.001,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12397,20.0,signed_d2_lr,0.003,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12398,20.0,signed_d2_lr,0.01,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12399,20.0,signed_d2_lr,0.03,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12404,20.0,abs_diff_drop,0.001,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12405,20.0,abs_diff_drop,0.003,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12406,20.0,abs_diff_drop,0.01,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12407,20.0,abs_diff_drop,0.03,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12408,30.0,signed_d2_lr,0.001,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
12409,30.0,signed_d2_lr,0.003,-36.17994103962576,0.0,0.04145309337632474,-40.477293275340145,15,15,1,0,3000,20.0,8,0.015,0.75,15,-6.287910028526755
