base_mae,cap,corr_mae,delta_pct,estimator,kappa,scale,tau_multiplier,test_curve,test_label,train_curve,train_label,win
0.0056693997340904675,,0.00445435324892241,-21.43166017844719,tau_x_0p00_nocap,0.01677938983390589,100,0.0,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.004934623402238123,,0.004665441089143916,-5.454971760805849,tau_x_0p00_nocap,0.01677938983390589,100,0.0,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0013816404339982303,,0.001221955259977008,-11.557650608061664,tau_x_0p00_nocap,0.01677938983390589,100,0.0,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.005612615040270773,,0.005405235106956158,-3.694889669550727,tau_x_0p00_nocap,0.027974617189197106,400,0.0,cosine_72000.csv,Cosine,wsdcon_18.csv,WSD-con 18e-5,1
0.004701998914275349,,0.0038281228308237655,-18.585203854439026,tau_x_0p00_nocap,0.027974617189197106,400,0.0,wsd_20000_24000.csv,WSD sharp,wsdcon_18.csv,WSD-con 18e-5,1
0.0038535563963712593,,0.0032257055751209567,-16.292763272947685,tau_x_0p00_nocap,0.027974617189197106,400,0.0,wsdld_20000_24000.csv,WSD linear,wsdcon_18.csv,WSD-con 18e-5,1
0.008173606778800102,,0.005290415017843293,-35.274412373677535,tau_x_0p00_nocap,0.027974617189197106,400,0.0,wsdcon_3.csv,WSD-con 3e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.006687305974578527,,0.006145017872236414,-8.10921624348573,tau_x_0p00_nocap,0.027974617189197106,400,0.0,wsdcon_9.csv,WSD-con 9e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.0025579541942073844,,0.0023827836671368656,-6.848071301167213,tau_x_0p00_nocap,0.027974617189197106,400,0.0,wsdcon_18.csv,WSD-con 18e-5,wsdcon_18.csv,WSD-con 18e-5,1
0.00744534704076948,0.03,0.007354743945786668,-1.2169089565158608,tau_x_0p00_cap_0p03,0.007974632473659229,25,0.0,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.003408385839825258,0.03,0.0031599190301590603,-7.289867442910625,tau_x_0p00_cap_0p03,0.007974632473659229,25,0.0,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
0.0031360955249893426,0.03,0.0029572995776517043,-5.7012277181271775,tau_x_0p00_cap_0p03,0.007974632473659229,25,0.0,wsdld_20000_24000.csv,WSD linear,cosine_72000.csv,Cosine,1
0.004487187642230267,0.03,0.0033406515578097724,-25.551329158381975,tau_x_0p00_cap_0p03,0.007974632473659229,25,0.0,wsdcon_3.csv,WSD-con 3e-5,cosine_72000.csv,Cosine,1
0.002926482771138891,0.03,0.0025075692798043163,-14.314572273102677,tau_x_0p00_cap_0p03,0.007974632473659229,25,0.0,wsdcon_9.csv,WSD-con 9e-5,cosine_72000.csv,Cosine,1
0.002504818961791151,0.03,0.0023416529428233754,-6.514084309354573,tau_x_0p00_cap_0p03,0.007974632473659229,25,0.0,wsdcon_18.csv,WSD-con 18e-5,cosine_72000.csv,Cosine,1
0.007265129575917493,0.03,0.007131200291129038,-1.8434534909384737,tau_x_0p00_cap_0p03,0.011792019169979252,100,0.0,cosine_72000.csv,Cosine,cosine_72000.csv,Cosine,1
0.0037480705220761528,0.03,0.0033828133988490785,-9.745204127716068,tau_x_0p00_cap_0p03,0.011792019169979252,100,0.0,wsd_20000_24000.csv,WSD sharp,cosine_72000.csv,Cosine,1
