base_mae,corr_mae,curve,delta_pct,feature,group,kappa,label,origin_r2,pearson,scale,win
0.0031360955249893426,0.0021458347897915105,wsdld_20000_24000.csv,-31.576229974729397,S20,wsd,0.08688617987051574,WSD linear,0.5883390216435266,0.7352983268866407,25,1
0.004487187642230267,0.0019949881340134506,wsdcon_3.csv,-55.54034524346565,S20,probe,0.02543990119542054,WSD-con 3e-5,0.8427364902313216,0.9060322038768459,25,1
0.002926482771138891,0.0023083028449990646,wsdcon_9.csv,-21.123648231807323,S20,probe,0.02111228692734436,WSD-con 9e-5,0.44538120757407607,0.7132725368863547,25,1
0.002504818961791151,0.0021826583632454173,wsdcon_18.csv,-12.861632056448592,S20,probe,0.03400035447658001,WSD-con 18e-5,0.33379475619330534,0.5494711582713748,25,1
0.007265129575917493,0.0035567814195749028,cosine_72000.csv,-51.04311103596901,S20,cosine,1.093310783166576,Cosine 72k,0.76103092245684,0.47433435397001195,100,1
0.0037480705220761528,0.001802185934206452,wsd_20000_24000.csv,-51.9169683816895,S20,wsd,0.14063189302011897,WSD exp,0.8779380860641508,0.9483967343731289,100,1
0.003248313740665229,0.0016721768004681692,wsdld_20000_24000.csv,-48.52169667189473,S20,wsd,0.13450090695066944,WSD linear,0.8470894055736613,0.951501192699078,100,1
0.0056693997340904675,0.0031740231956277,wsdcon_3.csv,-44.01482794479823,S20,probe,0.03344061548716117,WSD-con 3e-5,0.7374630134589879,0.8588815827503903,100,1
0.004934623402238123,0.00448391961075479,wsdcon_9.csv,-9.133499251004928,S20,probe,0.02348395410005348,WSD-con 9e-5,0.1669536624526491,0.5651577795270273,100,1
0.0013816404339982303,0.0012308173633229036,wsdcon_18.csv,-10.9162316738857,S20,probe,0.021945203815692593,WSD-con 18e-5,0.32358204208488506,0.5442339255616394,100,1
0.005612615040270773,0.004172427087679907,cosine_72000.csv,-25.65983845778573,S20,cosine,0.7072046355582461,Cosine 72k,0.4488469700262404,0.587129940581792,400,1
0.004701998914275349,0.002223739825749122,wsd_20000_24000.csv,-52.70650065448101,S20,wsd,0.18806578447562983,WSD exp,0.8657751739049497,0.948526019442113,400,1
0.0038535563963712593,0.001900580292287672,wsdld_20000_24000.csv,-50.679837096003766,S20,wsd,0.17315973139222243,WSD linear,0.8485504868137779,0.9485434449999318,400,1
0.008173606778800102,0.0037241749113241887,wsdcon_3.csv,-54.43657846394584,S20,probe,0.05261910458803424,WSD-con 3e-5,0.7959347630232605,0.8865880876364008,400,1
0.006687305974578527,0.006021514748287543,wsdcon_9.csv,-9.956045511031753,S20,probe,0.03847845244116927,WSD-con 9e-5,0.2268379691727902,0.6588703446824893,400,1
0.0025579541942073844,0.002469323594414833,wsdcon_18.csv,-3.4649017559915563,S20,probe,0.027379748876155068,WSD-con 18e-5,0.1424537418081845,0.49730532825543944,400,1
0.00744534704076948,0.004119611735541484,cosine_72000.csv,-44.66864052161469,S50,cosine,2.492870571910749,Cosine 72k,0.6556963506565382,0.0729833329398116,25,1
0.003408385839825258,0.0022291038728387536,wsd_20000_24000.csv,-34.59942689607477,S50,wsd,0.21375080421575016,WSD exp,0.6520183203361756,0.7680564972061945,25,1
0.0031360955249893426,0.002211270631549429,wsdld_20000_24000.csv,-29.489691435437273,S50,wsd,0.18433179113289577,WSD linear,0.5708783332539777,0.7241563673931625,25,1
0.004487187642230267,0.0032038310463009933,wsdcon_3.csv,-28.600466444755302,S50,probe,0.03209614296364905,WSD-con 3e-5,0.5993122846744191,0.7419442101045225,25,1
0.002926482771138891,0.002690444111464034,wsdcon_9.csv,-8.065609065007362,S50,probe,0.021915779920691145,WSD-con 9e-5,0.2590647449119792,0.5269595056144115,25,1
0.002504818961791151,0.002357191407685368,wsdcon_18.csv,-5.893741478235103,S50,probe,0.032277935443884284,WSD-con 18e-5,0.20123107769531512,0.43232072518351844,25,1
0.007265129575917493,0.0034215326259957476,cosine_72000.csv,-52.90472674654737,S50,cosine,2.7779593093874078,Cosine 72k,0.7755233969404521,0.5144898364332218,100,1
0.0037480705220761528,0.0019000407503439048,wsd_20000_24000.csv,-49.30616328714586,S50,wsd,0.3384064655897586,WSD exp,0.8574701006559431,0.9318069916816841,100,1
0.003248313740665229,0.0017803572782308448,wsdld_20000_24000.csv,-45.19133863386479,S50,wsd,0.28618087338564235,WSD linear,0.8267550572393774,0.9400336755858651,100,1
0.0056693997340904675,0.004247009767410395,wsdcon_3.csv,-25.08889888513505,S50,probe,0.04289767016942438,WSD-con 3e-5,0.5419246399956437,0.7106136835010003,100,1
0.004934623402238123,0.004772525726335295,wsdcon_9.csv,-3.2849046966645368,S50,probe,0.023995038999759834,WSD-con 9e-5,0.09408698462789122,0.40182483906609745,100,1
0.0013816404339982303,0.0013237267741187926,wsdcon_18.csv,-4.191659309784779,S50,probe,0.01911733386135839,WSD-con 18e-5,0.16425959930937317,0.38653719728894825,100,1
0.005612615040270773,0.004087410376038651,cosine_72000.csv,-27.174581782087458,S50,cosine,1.8157839516656433,Cosine 72k,0.4670401782067978,0.6140993102213083,400,1
0.004701998914275349,0.0023527051390315125,wsd_20000_24000.csv,-49.963724323953805,S50,wsd,0.45128068624017725,WSD exp,0.8403109115905013,0.933534389229872,400,1
0.0038535563963712593,0.0020154708191279405,wsdld_20000_24000.csv,-47.698421618382724,S50,wsd,0.36762460251363654,WSD linear,0.8324909390573421,0.9364719487574781,400,1
0.008173606778800102,0.006191639915141017,wsdcon_3.csv,-24.248375500516072,S50,probe,0.063407987410726,WSD-con 3e-5,0.5161290109122099,0.6864670597283201,400,1
0.006687305974578527,0.006580319397922517,wsdcon_9.csv,-1.59984569365772,S50,probe,0.03464746091680057,WSD-con 9e-5,0.09927879764172165,0.42250482938955136,400,1
0.0025579541942073844,0.0025678005745799113,wsdcon_18.csv,0.3849318488511111,S50,probe,0.016715361365354883,WSD-con 18e-5,0.03551545769025577,0.2584673024660701,400,0
0.00744534704076948,0.004079653481006959,cosine_72000.csv,-45.20532812416324,S100,cosine,5.010179350879586,Cosine 72k,0.6607641234781167,0.09479809789090271,25,1
0.003408385839825258,0.0022543215146890363,wsd_20000_24000.csv,-33.85955638154478,S100,wsd,0.4201545230294036,WSD exp,0.6439797215789542,0.7604647987967297,25,1
0.0031360955249893426,0.0022523896197537557,wsdld_20000_24000.csv,-28.178539148248362,S100,wsd,0.335725494933383,WSD linear,0.5577359613411328,0.7158247567558862,25,1
0.004487187642230267,0.003968878272308344,wsdcon_3.csv,-11.550873537000294,S100,probe,0.030614842740142846,WSD-con 3e-5,0.3243470036072864,0.5336021893502566,25,1
0.002926482771138891,0.0028098056615399204,wsdcon_9.csv,-3.9869399112697823,S100,probe,0.018548815957547784,WSD-con 9e-5,0.14101638816206918,0.38530903689447044,25,1
0.002504818961791151,0.0023904775698189397,wsdcon_18.csv,-4.564856531206063,S100,probe,0.02842439014301199,WSD-con 18e-5,0.14188255743905265,0.3644158413846432,25,1
0.007265129575917493,0.003365233692740865,cosine_72000.csv,-53.67964662466631,S100,cosine,5.583422938144913,Cosine 72k,0.7815932531130653,0.5309417350045498,100,1
0.0037480705220761528,0.001937132792977239,wsd_20000_24000.csv,-48.31653295829099,S100,wsd,0.665305850777566,WSD exp,0.8472160770815703,0.9236693989626502,100,1
0.003248313740665229,0.0018517303313964472,wsdld_20000_24000.csv,-42.99410465759913,S100,wsd,0.5220865462762574,WSD linear,0.8103965480668566,0.9306725035044193,100,1
0.0056693997340904675,0.005185483862814169,wsdcon_3.csv,-8.535575086838222,S100,probe,0.0398185229418704,WSD-con 3e-5,0.2777410744889204,0.4963990415639346,100,1
0.004934623402238123,0.004877462652504482,wsdcon_9.csv,-1.1583609340424128,S100,probe,0.017826252171109256,WSD-con 9e-5,0.03945930844644663,0.264143547665602,100,1
0.0013816404339982303,0.0013350084503534288,wsdcon_18.csv,-3.375117179355891,S100,probe,0.015026478919869381,WSD-con 18e-5,0.09226855175298054,0.2867828409566316,100,1
0.005612615040270773,0.0040505547225731815,cosine_72000.csv,-27.83123920827879,S100,cosine,3.664552278928483,Cosine 72k,0.47457251724273875,0.6249885692055988,400,1
0.004701998914275349,0.0023936063963011763,wsd_20000_24000.csv,-49.093854763893155,S100,wsd,0.8882195507863225,WSD exp,0.8297966462727664,0.9271161291755912,400,1
0.0038535563963712593,0.0020912197719940226,wsdld_20000_24000.csv,-45.73273213379617,S100,wsd,0.6692830888610983,WSD linear,0.818656248448695,0.9263362448123129,400,1
0.008173606778800102,0.007606553741270645,wsdcon_3.csv,-6.937610933281302,S100,probe,0.056787286984576996,WSD-con 3e-5,0.2462469771068796,0.4599951912436491,400,1
0.006687305974578527,0.006715267028681911,wsdcon_9.csv,0.41812135125378624,S100,probe,0.02083011462040318,WSD-con 9e-5,0.027267150132455065,0.2355590882922963,400,0
0.0025579541942073844,0.0025583095727981678,wsdcon_18.csv,0.013893078757543087,S100,probe,0.007206198852454801,WSD-con 18e-5,0.006001523369862927,0.12653886179146082,400,0
0.00744534704076948,0.00404768942768151,cosine_72000.csv,-45.63464395256478,S200,cosine,10.02381811275617,Cosine 72k,0.6650890848331785,0.10877940257788601,25,1
0.003408385839825258,0.0022693879095287764,wsd_20000_24000.csv,-33.41751737693159,S200,wsd,0.8286335036180066,WSD exp,0.6387630273224258,0.7557407003211907,25,1
0.0031360955249893426,0.0022836982589095564,wsdld_20000_24000.csv,-27.180207340230268,S200,wsd,0.6261556489539056,WSD linear,0.5470808537667462,0.7089632274405426,25,1
0.004487187642230267,0.0043288792057075386,wsdcon_3.csv,-3.528010173518059,S200,probe,0.023928066576295544,WSD-con 3e-5,0.1353436103894875,0.3322350609411658,25,1
0.002926482771138891,0.00283273336560516,wsdcon_9.csv,-3.2034839384086577,S200,probe,0.01472440881567816,WSD-con 9e-5,0.08079343590664922,0.2907809397240663,25,1
0.002504818961791151,0.002394294686124602,wsdcon_18.csv,-4.412465625360607,S200,probe,0.026443999267724873,WSD-con 18e-5,0.12158828903937713,0.3376030237327091,25,1
0.007265129575917493,0.0033232606049779278,cosine_72000.csv,-54.25738012995808,S200,cosine,11.168029677916005,Cosine 72k,0.7863328581380145,0.5419589215577004,100,1
0.0037480705220761528,0.001959783823068713,wsd_20000_24000.csv,-47.712194540482166,S200,wsd,1.3121291087008005,WSD exp,0.8403599188293724,0.9183790273788994,100,1
0.003248313740665229,0.0018997607322540821,wsdld_20000_24000.csv,-41.515478986182345,S200,wsd,0.9748704787154522,WSD linear,0.7967706442937896,0.9227281919026026,100,1
0.0056693997340904675,0.005590779201941969,wsdcon_3.csv,-1.3867523165768003,S200,probe,0.02861065361765765,WSD-con 3e-5,0.09794947097979967,0.2828365756073676,100,1
0.004934623402238123,0.004883308597069276,wsdcon_9.csv,-1.0398930371378068,S200,probe,0.011811180230359066,WSD-con 9e-5,0.015749947576533252,0.17459090672439612,100,1
0.0013816404339982303,0.0013340523304199478,wsdcon_18.csv,-3.4443189709330357,S200,probe,0.013232227387801417,WSD-con 18e-5,0.0708428360632396,0.2498117404762372,100,1
0.005612615040270773,0.0040258029140287635,cosine_72000.csv,-28.272242347935126,S200,cosine,7.345455409485916,Cosine 72k,0.4794808725376911,0.6327307570306427,400,1
0.004701998914275349,0.002413213247588658,wsd_20000_24000.csv,-48.67686506132315,S200,wsd,1.7578234188897712,WSD exp,0.8250731700045594,0.9241800252775907,400,1
0.0038535563963712593,0.0021448910986515708,wsdld_20000_24000.csv,-44.33995826111876,S200,wsd,1.2469574703761521,WSD linear,0.8065842271575119,0.9176610607251086,400,1
0.008173606778800102,0.00818154490369748,wsdcon_3.csv,0.09711899669515578,S200,probe,0.038074983637637776,WSD-con 3e-5,0.075617938507764,0.23890536313777633,400,0
0.006687305974578527,0.006691657116042622,wsdcon_9.csv,0.06506568535424861,S200,probe,0.008469882512774578,WSD-con 9e-5,0.004098966261378401,0.11359679357929406,400,0
0.0025579541942073844,0.0025476668333453876,wsdcon_18.csv,-0.40217142610657897,S200,probe,0.0035422999599632487,WSD-con 18e-5,0.0014358545970255543,0.0799162824637309,400,1
0.00744534704076948,0.0014470841350952527,cosine_72000.csv,-80.56391290867624,S10_cap512,cosine,1.0923135039680436,Cosine 72k,0.892414117604758,0.7202739456607713,25,1
0.003408385839825258,0.0025814878460191783,wsd_20000_24000.csv,-24.260692089029256,S10_cap512,wsd,0.06403052474209796,WSD exp,0.5339995859277574,0.6748457603693961,25,1
0.0031360955249893426,0.0021118033734684087,wsdld_20000_24000.csv,-32.66138238963288,S10_cap512,wsd,0.07024949948427836,WSD linear,0.5960225002180226,0.726660684411463,25,1
0.004487187642230267,0.003536477073521415,wsdcon_3.csv,-21.187225596750846,S10_cap512,probe,0.032249124818260755,WSD-con 3e-5,0.49032515970219603,0.6658524574574857,25,1
0.002926482771138891,0.0023477368856907573,wsdcon_9.csv,-19.776158983601487,S10_cap512,probe,0.02147010144323278,WSD-con 9e-5,0.4322203696235186,0.6996069360279578,25,1
0.002504818961791151,0.0019841505870340725,wsdcon_18.csv,-20.78666692880502,S10_cap512,probe,0.031472810651436686,WSD-con 18e-5,0.43767772917140846,0.6214070817576666,25,1
0.007265129575917493,0.0006000205437793986,cosine_72000.csv,-91.74108957714462,S10_cap512,cosine,1.1786240174557023,Cosine 72k,0.9896058172998324,0.976582257525231,100,1
0.0037480705220761528,0.0024569728562984475,wsd_20000_24000.csv,-34.446995011783635,S10_cap512,wsd,0.10080297034160103,WSD exp,0.6944018271614991,0.814996923652603,100,1
0.003248313740665229,0.001744458866892734,wsdld_20000_24000.csv,-46.296478537338494,S10_cap512,wsd,0.10735203269781146,WSD linear,0.8362753718946078,0.9302605514643046,100,1
0.0056693997340904675,0.004667879764943021,wsdcon_3.csv,-17.665361698263084,S10_cap512,probe,0.04285341252366662,WSD-con 3e-5,0.4382713992792566,0.6335103293277615,100,1
0.004934623402238123,0.004498985983013303,wsdcon_9.csv,-8.828179654545353,S10_cap512,probe,0.024039524082155365,WSD-con 9e-5,0.16416514103106528,0.5551003310513472,100,1
0.0013816404339982303,0.001213802066530332,wsdcon_18.csv,-12.147760252079687,S10_cap512,probe,0.01891777374385104,WSD-con 18e-5,0.3679730383006835,0.5722501811520391,100,1
0.005612615040270773,0.0028235949713380152,cosine_72000.csv,-49.69198936541006,S10_cap512,cosine,0.8015340856587386,Cosine 72k,0.6451135074584096,0.9301459245378766,400,1
0.004701998914275349,0.0031217434945767075,wsd_20000_24000.csv,-33.608162156332256,S10_cap512,wsd,0.1328395813877656,WSD exp,0.659963760566627,0.8109110330783337,400,1
0.0038535563963712593,0.002205823011086075,wsdld_20000_24000.csv,-42.75877178901,S10_cap512,wsd,0.13661041555192238,WSD linear,0.7991227500467946,0.9269831401474203,400,1
0.008173606778800102,0.006837911652898679,wsdcon_3.csv,-16.341563303067353,S10_cap512,probe,0.06253000547698503,WSD-con 3e-5,0.406769224634146,0.6032898106276887,400,1
0.006687305974578527,0.006069668661665349,wsdcon_9.csv,-9.235966101462944,S10_cap512,probe,0.039003369467519484,WSD-con 9e-5,0.2187059099177624,0.6421665534424277,400,1
0.0025579541942073844,0.0023888011325279065,wsdcon_18.csv,-6.612826064772137,S10_cap512,probe,0.025814858760164074,WSD-con 18e-5,0.19378725785245832,0.605669492523717,400,1
0.00744534704076948,0.002967909322199926,cosine_72000.csv,-60.137394456589476,S10_cap1024,cosine,0.6968530070386207,Cosine 72k,0.7881194471678492,0.4715718574870504,25,1
0.003408385839825258,0.0022237322057868385,wsd_20000_24000.csv,-34.757028391455655,S10_cap1024,wsd,0.051976223845734894,WSD exp,0.6566907184579156,0.7771493708719011,25,1
0.0031360955249893426,0.0020427483084192685,wsdld_20000_24000.csv,-34.86332631955749,S10_cap1024,wsd,0.05402771290907843,WSD linear,0.6050620764396202,0.7451723338607658,25,1
0.004487187642230267,0.0025387202817564324,wsdcon_3.csv,-43.42290797327539,S10_cap1024,probe,0.03002340368515867,WSD-con 3e-5,0.7559505672777125,0.8439810065940425,25,1
0.002926482771138891,0.0021688527860202157,wsdcon_9.csv,-25.88875603815123,S10_cap1024,probe,0.01687392772472973,WSD-con 9e-5,0.4748917670839464,0.7736439558553329,25,1
0.002504818961791151,0.0019511367245959523,wsdcon_18.csv,-22.104680842853032,S10_cap1024,probe,0.03096651876116605,WSD-con 18e-5,0.45153607377125293,0.6301224745790837,25,1
0.007265129575917493,0.001958680992053485,cosine_72000.csv,-73.03997166759233,S10_cap1024,cosine,0.773764461600978,Cosine 72k,0.9254801001241926,0.8466009958773891,100,1
0.0037480705220761528,0.0019010195332846733,wsd_20000_24000.csv,-49.28004897219358,S10_cap1024,wsd,0.0820592639035851,WSD exp,0.858823779854607,0.9366097662525632,100,1
0.003248313740665229,0.0015343293790820204,wsdld_20000_24000.csv,-52.76535761081374,S10_cap1024,wsd,0.08324963597590554,WSD linear,0.8631455370141194,0.9592918064424147,100,1
0.0056693997340904675,0.00350098989129663,wsdcon_3.csv,-38.2476089973873,S10_cap1024,probe,0.0401211785411729,WSD-con 3e-5,0.6833558551355288,0.8099350957171293,100,1
0.004934623402238123,0.004619131809713556,wsdcon_9.csv,-6.3934279641577945,S10_cap1024,probe,0.016631760126325456,WSD-con 9e-5,0.13977608998520885,0.587415242945302,100,1
0.0013816404339982303,0.0012230851683060861,wsdcon_18.csv,-11.475870406695643,S10_cap1024,probe,0.018248042675668277,WSD-con 18e-5,0.36486551006902,0.5677353309044975,100,1
0.005612615040270773,0.00312622344228451,cosine_72000.csv,-44.300055858922946,S10_cap1024,cosine,0.5355111897393687,Cosine 72k,0.6248386100814667,0.8546452494541844,400,1
0.004701998914275349,0.0023658774127375986,wsd_20000_24000.csv,-49.68358232591772,S10_cap1024,wsd,0.10972333474455358,WSD exp,0.8424603590938051,0.9327330807670956,400,1
0.0038535563963712593,0.0017844627488122265,wsdld_20000_24000.csv,-53.693093722656194,S10_cap1024,wsd,0.10747375490057509,WSD linear,0.8566638343854103,0.9563504474982845,400,1
0.008173606778800102,0.004928051469007379,wsdcon_3.csv,-39.70774956058231,S10_cap1024,probe,0.06074939798590149,WSD-con 3e-5,0.6829397015539617,0.8026223289584651,400,1
0.006687305974578527,0.006076905648261254,wsdcon_9.csv,-9.127746339672216,S10_cap1024,probe,0.029972285972073538,WSD-con 9e-5,0.22973292881540042,0.7326221042458106,400,1
0.0025579541942073844,0.0023915199619231175,wsdcon_18.csv,-6.506536851252676,S10_cap1024,probe,0.025067531372228218,WSD-con 18e-5,0.19473012247343557,0.6135896551001622,400,1
0.00744534704076948,0.00407505954530869,cosine_72000.csv,-45.267030227142634,S10_cap2048,cosine,0.5161580618972565,Cosine 72k,0.6616042642813509,0.0925454120630225,25,1
0.003408385839825258,0.002074493128129999,wsd_20000_24000.csv,-39.135613583104345,S10_cap2048,wsd,0.04795996514711656,WSD exp,0.6832594688932109,0.799195873559808,25,1
0.0031360955249893426,0.002091245300707801,wsdld_20000_24000.csv,-33.31691321121644,S10_cap2048,wsd,0.051088165144093096,WSD linear,0.5981365637727936,0.7423328351819413,25,1
0.004487187642230267,0.0020823173687539664,wsdcon_3.csv,-53.594154406277696,S10_cap2048,probe,0.023081084737546716,WSD-con 3e-5,0.8392111962062386,0.910373508711163,25,1
0.002926482771138891,0.002199432037829934,wsdcon_9.csv,-24.84384123081691,S10_cap2048,probe,0.016135752669323045,WSD-con 9e-5,0.4667765673717962,0.7742908469156718,25,1
0.002504818961791151,0.0019511367245959523,wsdcon_18.csv,-22.104680842853032,S10_cap2048,probe,0.03096651876116605,WSD-con 18e-5,0.45153607377125293,0.6301224745790837,25,1
0.007265129575917493,0.003374479961030388,cosine_72000.csv,-53.55237747973361,S10_cap2048,cosine,0.5754750346282461,Cosine 72k,0.7832955889476624,0.53280397737207,100,1
0.0037480705220761528,0.001660508818124267,wsd_20000_24000.csv,-55.69696972498617,S10_cap2048,wsd,0.07583097859607812,WSD exp,0.8962283135658875,0.9637092378639788,100,1
0.003248313740665229,0.0015925140157428263,wsdld_20000_24000.csv,-50.97413172236583,S10_cap2048,wsd,0.07890607196973853,WSD linear,0.8573006762163115,0.9576933296090677,100,1
0.0056693997340904675,0.0034606105811003,wsdcon_3.csv,-38.95984154563269,S10_cap2048,probe,0.029891215558589295,WSD-con 3e-5,0.7137661091998175,0.8530899477989379,100,1
0.004934623402238123,0.004657600930585799,wsdcon_9.csv,-5.613852346395454,S10_cap2048,probe,0.015428668529379243,WSD-con 9e-5,0.12929593649029747,0.5815254899829824,100,1
0.0013816404339982303,0.0012230851683060861,wsdcon_18.csv,-11.475870406695643,S10_cap2048,probe,0.018248042675668277,WSD-con 18e-5,0.36486551006902,0.5677353309044975,100,1
0.005612615040270773,0.00405247609471328,cosine_72000.csv,-27.797006107909127,S10_cap2048,cosine,0.37787855812510396,Cosine 72k,0.4760653203518683,0.6284552240733235,400,1
0.004701998914275349,0.0020375856911099364,wsd_20000_24000.csv,-56.665543139029836,S10_cap2048,wsd,0.10178386042547233,WSD exp,0.8899932432311606,0.9620521068719502,400,1
0.0038535563963712593,0.001806005364113576,wsdld_20000_24000.csv,-53.1340616731542,S10_cap2048,wsd,0.10183976571940748,WSD linear,0.857120880375234,0.9547269612997993,400,1
0.008173606778800102,0.0036873849273999057,wsdcon_3.csv,-54.88668555766737,S10_cap2048,probe,0.04804582763588826,WSD-con 3e-5,0.8038573276910523,0.9015911442419436,400,1
0.006687305974578527,0.006143421859152095,wsdcon_9.csv,-8.13308255213656,S10_cap2048,probe,0.028340519806877164,WSD-con 9e-5,0.2207855537806087,0.7339771420310919,400,1
0.0025579541942073844,0.0023915199619231175,wsdcon_18.csv,-6.506536851252676,S10_cap2048,probe,0.025067531372228218,WSD-con 18e-5,0.19473012247343557,0.6135896551001622,400,1
0.00744534704076948,0.0028940415260575014,cosine_72000.csv,-61.129528144085,S20_cap512,cosine,1.403017445109223,Cosine 72k,0.7949044984242991,0.49905774498040345,25,1
0.003408385839825258,0.002371187761976929,wsd_20000_24000.csv,-30.430770651878557,S20_cap512,wsd,0.0971049297562308,WSD exp,0.6108332528123723,0.7368630478381473,25,1
0.0031360955249893426,0.0020637431645150555,wsdld_20000_24000.csv,-34.19386788219505,S20_cap512,wsd,0.09652355010576774,WSD linear,0.6034706901060484,0.7423286288375015,25,1
0.004487187642230267,0.003536477073521415,wsdcon_3.csv,-21.187225596750846,S20_cap512,probe,0.032249124818260755,WSD-con 3e-5,0.49032515970219603,0.6658524574574857,25,1
0.002926482771138891,0.0023477368856907573,wsdcon_9.csv,-19.776158983601487,S20_cap512,probe,0.02147010144323278,WSD-con 9e-5,0.4322203696235186,0.6996069360279578,25,1
0.002504818961791151,0.0021826583632454173,wsdcon_18.csv,-12.861632056448592,S20_cap512,probe,0.03400035447658001,WSD-con 18e-5,0.33379475619330534,0.5494711582713748,25,1
0.007265129575917493,0.0018562300851876303,cosine_72000.csv,-74.45014482135768,S20_cap512,cosine,1.5568370461303667,Cosine 72k,0.932212596522395,0.8629917742770473,100,1
0.0037480705220761528,0.00212932525678046,wsd_20000_24000.csv,-43.188762211417206,S20_cap512,wsd,0.15327402807678409,WSD exp,0.7984995095777372,0.8908634113881243,100,1
0.003248313740665229,0.0015570956831405863,wsdld_20000_24000.csv,-52.064492304191475,S20_cap512,wsd,0.14880409270821476,WSD linear,0.8617314376632713,0.9570764186622606,100,1
0.0056693997340904675,0.004667879764943021,wsdcon_3.csv,-17.665361698263084,S20_cap512,probe,0.04285341252366662,WSD-con 3e-5,0.4382713992792566,0.6335103293277615,100,1
0.004934623402238123,0.004498985983013303,wsdcon_9.csv,-8.828179654545353,S20_cap512,probe,0.024039524082155365,WSD-con 9e-5,0.16416514103106528,0.5551003310513472,100,1
0.0013816404339982303,0.0012308173633229036,wsdcon_18.csv,-10.9162316738857,S20_cap512,probe,0.021945203815692593,WSD-con 18e-5,0.32358204208488506,0.5442339255616394,100,1
0.005612615040270773,0.0030500993295722225,cosine_72000.csv,-45.656359688173545,S20_cap512,cosine,1.081095061258384,Cosine 72k,0.633631812400739,0.8629890072229471,400,1
0.004701998914275349,0.0026798416502954326,wsd_20000_24000.csv,-43.00633200574786,S20_cap512,wsd,0.20350012608888535,WSD exp,0.7711475720273575,0.8876527296706517,400,1
